PLT_CN,CONDID,MOG
48202773010497,2,2
48202774010497,1,2
48202775010497,1,2
48202781010497,2,0
48202789010497,1,2
48202789010497,2,0
48202790010497,1,0
48202795010497,1,2
48202796010497,1,1
48202799010497,1,0
48202801010497,1,1
48202802010497,1,2
48202803010497,1,1
48202811010497,1,2
48202818010497,1,2
48202825010497,1,0
48202842010497,1,0
48202851010497,1,2
48202851010497,2,0
48202856010497,1,1
48202866010497,1,0
48202876010497,1,0
48202887010497,1,2
48202890010497,1,0
48202898010497,1,0
48202919010497,1,1
48202920010497,1,2
48202922010497,1,1
48202940010497,1,1
48202943010497,1,0
48202946010497,1,2
48202946010497,3,1
48202961010497,1,1
48202962010497,1,2
48202963010497,1,2
48202964010497,1,2
48202967010497,1,2
48202983010497,1,1
48202992010497,1,0
48202992010497,2,0
48202994010497,1,1
48203003010497,1,1
48203007010497,1,0
48203007010497,2,0
48203022010497,1,0
48203022010497,2,0
48203023010497,1,0
48203029010497,1,1
48203031010497,1,0
48203032010497,1,1
48203037010497,1,0
48203048010497,1,1
48203049010497,1,0
48203049010497,2,2
48203059010497,1,0
48203061010497,1,2
48203061010497,2,2
48203066010497,1,0
48203068010497,1,0
48203079010497,1,1
48203087010497,2,2
48203088010497,1,0
48203089010497,1,0
48203090010497,1,1
48203101010497,1,2
48203103010497,1,0
48203118010497,1,0
48203143010497,1,2
48203143010497,2,2
48203155010497,1,1
48203163010497,1,0
48203164010497,1,1
48203173010497,1,2
48203174010497,1,2
48203179010497,1,0
48203179010497,2,0
48203180010497,1,2
48203182010497,1,0
48203184010497,1,2
48203188010497,2,0
48203195010497,1,0
48203197010497,1,0
48203198010497,1,0
48203203010497,1,0
48203204010497,1,0
48203208010497,1,2
48203209010497,1,2
48203216010497,1,0
48203222010497,2,0
48203224010497,1,0
48203228010497,1,2
48203231010497,1,2
48203234010497,1,0
48203242010497,1,0
48203243010497,1,2
48203246010497,1,0
48203254010497,1,1
48203255010497,1,1
48203264010497,1,0
48203264010497,2,0
48203266010497,1,2
48203267010497,1,0
48203271010497,1,0
48203277010497,1,2
48203282010497,1,0
48203289010497,1,2
48203295010497,1,2
48203295010497,2,2
48203296010497,1,2
48203300010497,1,2
48203302010497,1,2
48203303010497,1,2
48203303010497,2,0
48203312010497,1,2
48203313010497,1,2
48203314010497,1,1
48203314010497,2,0
48203320010497,1,1
48203320010497,2,0
48203321010497,1,2
48203323010497,1,2
48203324010497,1,2
48203328010497,1,2
48203329010497,1,2
48203331010497,1,2
48203332010497,1,1
48203337010497,1,0
48203343010497,1,0
48203345010497,1,2
48203346010497,1,2
48203348010497,2,2
48203361010497,1,0
48203382010497,1,2
48203384010497,1,0
48203384010497,2,0
48203385010497,1,0
48203392010497,1,1
48203399010497,1,2
48203402010497,1,0
48203402010497,2,0
48203404010497,1,0
48203406010497,1,0
48203407010497,1,0
48203413010497,1,0
48203415010497,1,2
48203420010497,1,0
48203424010497,1,2
48203424010497,2,0
48203427010497,1,2
48203428010497,1,1
48203430010497,1,2
48203431010497,1,2
48203435010497,1,2
48203435010497,3,0
48203439010497,1,2
48203440010497,1,0
48203440010497,3,0
48203446010497,1,0
48203446010497,3,2
48203454010497,1,1
48203455010497,1,0
48203457010497,1,2
48203458010497,1,2
48203463010497,1,2
48203465010497,1,0
48203468010497,1,0
48203469010497,1,0
48203471010497,1,2
48203473010497,1,1
48203478010497,1,0
48203479010497,1,2
48203479010497,2,0
48203484010497,1,0
48203485010497,1,2
48203487010497,1,0
48203502010497,1,0
48203503010497,1,0
48203504010497,1,0
48203505010497,1,0
48203508010497,1,1
48203511010497,1,2
48203512010497,1,1
48203515010497,1,0
48203516010497,2,0
48203520010497,1,1
48203521010497,1,0
48203522010497,1,0
48203524010497,1,2
48203526010497,1,2
48203533010497,1,0
48203537010497,1,0
48203540010497,1,0
48203540010497,2,0
48203542010497,1,0
48203547010497,1,0
48203553010497,1,0
48203554010497,1,2
48203556010497,1,2
48203558010497,1,0
48203559010497,1,1
48203561010497,1,0
48203562010497,1,2
48203562010497,2,0
48203562010497,3,0
48203564010497,1,0
48203564010497,2,0
48203565010497,1,0
48203566010497,1,0
48203570010497,1,2
48203574010497,1,0
48203575010497,1,0
48203576010497,1,1
48203577010497,1,1
48203578010497,1,0
48203579010497,1,2
48203580010497,1,2
48203581010497,1,1
48203581010497,2,2
48203582010497,2,0
48203583010497,1,0
48203584010497,1,1
48203586010497,1,2
48203587010497,1,0
48203589010497,1,2
48203593010497,1,0
48203600010497,1,0
48203606010497,1,0
48203606010497,3,1
48203611010497,1,2
48203615010497,1,0
48203619010497,1,0
48203621010497,1,0
48203622010497,1,0
48203623010497,1,2
48203623010497,2,0
48203624010497,1,0
48203625010497,1,2
48203626010497,1,1
48203626010497,2,0
48203627010497,1,2
48203628010497,1,0
48203632010497,1,1
48203633010497,1,1
48203638010497,1,2
48203638010497,2,2
48203639010497,1,1
48203652010497,1,0
48203653010497,1,0
48203653010497,2,1
48203654010497,1,0
48203658010497,1,1
48203659010497,1,2
48203660010497,1,0
48203660010497,2,2
48203661010497,1,0
48203668010497,1,0
48203670010497,1,0
48203675010497,1,2
48203678010497,1,2
48203681010497,1,2
48203684010497,1,2
48203702010497,1,2
48203702010497,2,0
48203708010497,1,2
48203710010497,1,1
48203711010497,1,1
48203711010497,2,0
48203713010497,1,0
48203714010497,1,2
48203714010497,3,0
48203715010497,1,1
48203721010497,1,1
48203728010497,2,0
48203734010497,1,2
48203734010497,3,0
48203735010497,1,0
48203741010497,1,0
48203742010497,1,1
48203743010497,1,1
48203748010497,1,2
48203749010497,1,2
48203750010497,1,0
48203750010497,2,1
48203757010497,1,1
48203758010497,1,1
48203759010497,2,2
48203760010497,1,0
48203765010497,1,2
48203768010497,2,0
48203769010497,1,2
48203770010497,1,2
48203782010497,1,0
48203785010497,1,0
48203785010497,2,2
48203786010497,1,0
48203787010497,1,0
48203804010497,1,2
48203806010497,1,2
48203812010497,1,0
48203814010497,1,2
48203819010497,1,2
48203820010497,1,2
48203821010497,1,2
48203821010497,3,0
48203821010497,4,2
48203826010497,1,0
48203827010497,1,0
48203828010497,1,2
48203830010497,1,0
48203831010497,1,2
48203835010497,1,2
48203838010497,1,2
48203840010497,1,2
48203841010497,1,1
48203849010497,1,0
48203849010497,2,0
48203850010497,1,2
48203852010497,1,0
48203853010497,1,0
48203853010497,2,2
48203854010497,1,2
48203854010497,2,1
48203855010497,1,2
48203855010497,2,1
48203867010497,1,1
48203872010497,1,0
48203872010497,2,0
48203873010497,1,0
48203874010497,1,2
48203874010497,2,2
48203875010497,1,0
48203876010497,1,2
48203877010497,1,1
48203878010497,1,0
48203879010497,1,2
48203880010497,1,2
48203880010497,2,0
48203882010497,1,1
48203884010497,1,0
48203885010497,1,0
48203886010497,1,0
48203890010497,1,2
48203895010497,1,0
48203896010497,1,2
48203898010497,1,0
48203904010497,1,0
48203904010497,2,0
48203905010497,1,1
48203909010497,1,0
48203913010497,1,1
48203915010497,2,0
48203916010497,1,2
48203922010497,1,2
48203922010497,2,0
48203923010497,1,2
48203936010497,1,1
48203946010497,1,1
48203947010497,2,1
48203948010497,3,0
48203954010497,1,2
48203955010497,1,0
48203956010497,1,0
48203974010497,1,2
48203974010497,2,0
48203974010497,3,0
48203979010497,1,2
48203980010497,1,0
48203986010497,1,0
48203989010497,1,0
48203989010497,2,0
48203990010497,1,1
48203991010497,1,0
48203999010497,1,0
48204006010497,1,0
48204006010497,2,0
48204012010497,1,1
48204018010497,1,1
48204028010497,1,2
48204029010497,1,1
48204031010497,1,1
48204032010497,2,1
48204038010497,1,0
48204038010497,2,0
48204042010497,1,1
48204048010497,1,2
48204048010497,2,0
48204053010497,1,1
48204057010497,1,2
48204058010497,1,1
48204079010497,1,1
48204083010497,1,2
48204084010497,1,0
48204088010497,1,0
48204088010497,2,2
48204089010497,1,2
48204090010497,1,1
48204091010497,1,1
48204111010497,1,1
48204111010497,2,0
48204112010497,1,1
48204128010497,1,2
48204132010497,1,1
48204135010497,1,2
48204160010497,1,1
48204165010497,1,0
48204186010497,1,2
48204187010497,1,2
48204192010497,1,1
48204201010497,1,0
48204201010497,2,1
48204205010497,1,1
48204206010497,1,0
48204207010497,1,2
48204215010497,1,2
48204218010497,1,2
48204218010497,2,0
48204223010497,1,1
48204224010497,1,0
48204242010497,1,0
48204250010497,1,2
48204252010497,1,1
48204260010497,1,0
48204282010497,1,0
48204293010497,2,2
48204303010497,1,2
48204329010497,1,0
48204330010497,1,2
48204332010497,1,0
48204335010497,1,0
48204377010497,1,2
48204380010497,1,0
48204383010497,1,0
48204384010497,1,0
48204384010497,3,0
48204405010497,1,0
48204425010497,2,0
48204429010497,1,2
48204429010497,2,0
48204438010497,1,2
48204447010497,1,2
48204449010497,1,0
48204474010497,1,1
48204474010497,2,0
48204481010497,1,0
48204481010497,2,0
48204493010497,1,0
48204496010497,1,0
48204503010497,1,0
48204518010497,1,2
48204519010497,1,2
48204520010497,1,2
48204522010497,1,0
48204532010497,1,2
48204532010497,2,1
48204546010497,2,0
48204562010497,1,0
48204568010497,1,0
48204568010497,2,0
48204581010497,1,2
48204592010497,1,0
48204594010497,1,0
48204625010497,2,0
48204639010497,1,0
48204642010497,1,1
48204650010497,1,0
48204657010497,1,0
48204658010497,1,2
48204663010497,1,2
48204663010497,2,0
48204664010497,1,2
48204679010497,1,2
48204683010497,1,1
48204683010497,2,0
48204722010497,1,1
48204742010497,1,2
48204748010497,1,0
48204755010497,1,0
48204757010497,1,1
48204757010497,3,0
48204764010497,1,1
48204802010497,1,2
48204809010497,1,2
48204810010497,1,0
48204811010497,1,2
48204812010497,1,0
48204814010497,1,0
48204815010497,1,1
48204816010497,1,0
48204817010497,1,0
48204818010497,1,0
48204819010497,1,2
48204822010497,1,1
48204829010497,1,2
48204829010497,2,2
48204832010497,2,0
48204834010497,1,0
48204836010497,1,1
48204837010497,1,1
48204837010497,2,0
48204840010497,1,2
48204840010497,2,2
48204841010497,1,0
48204842010497,1,2
48204844010497,1,0
48204845010497,1,0
48204845010497,2,0
48204846010497,1,0
48204855010497,1,0
48204856010497,1,2
48204857010497,1,2
48204868010497,1,1
48204869010497,1,1
48204872010497,1,2
48204874010497,1,0
48204882010497,1,2
48204884010497,1,2
48204885010497,1,2
48204885010497,2,0
48204893010497,1,2
48204895010497,1,0
48204906010497,1,0
48204906010497,3,0
48204909010497,1,2
48204910010497,1,2
48204912010497,1,2
48204912010497,2,0
48204916010497,1,0
48204920010497,1,2
48204948010497,1,2
48204950010497,1,0
48204951010497,1,0
48204951010497,2,2
48204952010497,1,1
48204953010497,1,0
48204957010497,1,0
48204960010497,1,0
48204960010497,2,2
48204960010497,3,2
48204961010497,1,2
48204961010497,2,0
48204962010497,2,0
48204963010497,1,0
48204964010497,1,2
48204967010497,1,2
48204970010497,1,0
48204971010497,1,2
48204978010497,1,2
48204981010497,1,2
48204981010497,3,2
48204982010497,2,0
48204985010497,1,2
48204988010497,1,2
48204990010497,1,2
48204991010497,1,2
48204993010497,1,2
48204994010497,1,1
48204995010497,1,0
48204998010497,1,2
48204998010497,2,0
48205004010497,1,2
48205006010497,1,2
48205011010497,1,1
48205012010497,1,1
48205016010497,1,2
48205019010497,1,2
48205020010497,1,0
48205024010497,1,2
48205024010497,2,2
48205025010497,1,0
48205025010497,2,2
48205028010497,1,0
48205030010497,1,2
48205031010497,1,2
48205031010497,2,0
48205049010497,1,0
48205050010497,1,2
48205057010497,1,2
48205061010497,1,1
48205068010497,1,0
48205097010497,1,0
48205106010497,1,0
48205111010497,3,0
48205112010497,1,2
48205121010497,1,2
48205121010497,2,0
48205121010497,3,2
48205124010497,1,0
48205133010497,1,0
48205134010497,1,2
48205135010497,1,0
48205136010497,1,0
48205137010497,1,1
48205138010497,1,2
48205162010497,1,0
48205164010497,1,2
48205165010497,1,0
48205170010497,1,2
48205173010497,1,0
48205173010497,2,2
48205181010497,1,1
48205181010497,2,0
48205182010497,1,0
48205182010497,2,0
48205187010497,1,0
48205202010497,1,1
48205205010497,1,2
48205211010497,1,0
48205215010497,2,2
48205216010497,1,1
48205216010497,2,0
48205220010497,1,2
48205220010497,3,0
48205234010497,1,1
48205244010497,1,2
48205246010497,1,0
48205247010497,1,2
48205256010497,1,0
48205259010497,2,1
48205263010497,1,0
48205273010497,1,2
48205278010497,1,1
48205280010497,1,0
48205281010497,1,2
48205281010497,3,0
48205285010497,1,2
48205289010497,1,0
48205290010497,1,0
48205293010497,1,1
48205295010497,1,2
48205318010497,2,2
48205321010497,1,0
48205329010497,1,0
48205335010497,1,2
48205344010497,1,1
48205346010497,3,2
48205354010497,1,1
48205358010497,1,2
48205358010497,3,2
48205361010497,1,1
48205361010497,2,0
48205362010497,1,1
48205384010497,1,0
48205389010497,1,2
48205396010497,1,0
48205401010497,1,2
48205401010497,2,0
48205401010497,3,0
48205402010497,1,1
48205414010497,1,2
48205419010497,1,0
48205423010497,1,0
48205435010497,1,0
48205436010497,1,2
48205451010497,1,2
48205454010497,1,2
48205462010497,1,1
48205468010497,1,0
48205469010497,1,2
48205470010497,2,2
48205480010497,1,2
48205486010497,1,0
48205489010497,1,2
48205497010497,1,0
48205500010497,1,2
48205503010497,2,0
48205511010497,1,2
48205517010497,1,2
48205517010497,2,1
48205522010497,1,2
48205523010497,2,1
48205523010497,3,1
48205525010497,1,1
48205526010497,1,1
48205542010497,1,0
48205545010497,1,0
48205549010497,1,1
48205551010497,1,0
48205553010497,1,0
48205556010497,1,0
48205556010497,2,0
48205557010497,1,2
48205558010497,1,2
48205561010497,1,0
48205562010497,2,2
48205565010497,1,0
48205566010497,1,0
48205567010497,1,0
48205568010497,1,2
48205571010497,1,1
48205574010497,1,1
48205578010497,1,1
48205578010497,2,1
48205579010497,1,0
48205582010497,1,2
48205593010497,1,0
48205595010497,1,0
48205608010497,1,2
48205608010497,2,0
48205612010497,1,0
48205612010497,2,0
48205613010497,1,0
48205613010497,2,1
48205626010497,1,2
48205627010497,1,2
48205634010497,1,0
48205639010497,2,0
48205640010497,1,0
48205646010497,1,2
48205647010497,1,0
48205647010497,2,0
48205648010497,1,1
48205648010497,2,0
48205650010497,1,0
48205654010497,1,2
48205655010497,1,0
48205657010497,1,1
48205662010497,1,2
48205663010497,1,1
48205668010497,1,2
48205669010497,1,2
48205675010497,1,0
48205680010497,2,0
48205680010497,3,2
48205685010497,1,2
48205696010497,1,2
48205698010497,1,0
48205702010497,1,0
48205708010497,1,0
48205708010497,2,0
48205709010497,1,0
48205720010497,1,0
48205721010497,1,2
48205729010497,1,2
48205736010497,1,0
48205738010497,1,0
48205739010497,1,0
48205762010497,1,2
48205769010497,1,2
48205769010497,2,0
48205776010497,1,0
48205776010497,2,0
48205782010497,1,2
48205792010497,1,2
48205792010497,2,0
48205795010497,1,0
48205799010497,1,2
48205830010497,1,1
48205833010497,1,0
48205835010497,1,2
48205835010497,2,0
48205836010497,1,0
48205850010497,1,1
48205862010497,1,0
48205863010497,1,1
48205865010497,1,0
48205866010497,1,0
48205869010497,1,2
48205870010497,1,1
48205873010497,1,2
48205880010497,1,0
48205882010497,1,1
48205888010497,1,2
48205891010497,1,2
48205895010497,1,2
48205901010497,1,2
48205901010497,3,0
48205903010497,2,0
48205907010497,2,1
48205908010497,1,0
48205930010497,1,0
48205935010497,1,2
48205935010497,2,0
48205936010497,1,2
48205936010497,2,0
48205937010497,1,0
48205938010497,1,0
48205940010497,1,0
48205942010497,1,1
48205945010497,1,2
48205948010497,1,0
48205948010497,2,0
48205950010497,1,1
48205954010497,1,0
48205954010497,2,2
48205956010497,1,0
48205973010497,1,1
48205977010497,1,0
48205977010497,2,2
48205978010497,1,0
48205981010497,1,0
48205983010497,1,2
48205984010497,2,0
48205990010497,2,2
48205991010497,1,0
48205998010497,1,2
48206001010497,1,0
48206010010497,1,2
48206011010497,1,0
48206015010497,1,2
48206015010497,2,0
48206016010497,1,0
48206018010497,1,0
48206018010497,2,0
48206020010497,1,2
48206021010497,1,2
48206023010497,1,2
48206023010497,3,0
48206024010497,1,1
48206026010497,1,0
48206026010497,2,2
48206027010497,1,2
48206028010497,1,0
48206029010497,1,0
48206030010497,1,0
48206032010497,1,0
48206033010497,2,2
48206034010497,1,0
48206034010497,2,2
48206035010497,1,2
48206036010497,2,0
48206037010497,1,2
48206037010497,2,0
48206038010497,1,1
48206042010497,1,0
48206043010497,1,1
48206044010497,1,0
48206045010497,1,0
48206046010497,1,2
48206046010497,2,0
48206047010497,1,0
48206048010497,1,2
48206049010497,1,2
48206050010497,1,1
48206051010497,1,2
48206052010497,1,0
48206052010497,3,0
48206054010497,1,1
48206056010497,1,2
48206058010497,1,0
48206060010497,1,0
48206061010497,1,0
48206062010497,1,2
48206064010497,1,2
48206065010497,1,2
48206066010497,1,2
48206068010497,1,2
48206071010497,1,0
48206073010497,2,1
48206074010497,1,0
48206076010497,1,0
48206076010497,2,1
48206077010497,1,0
48206077010497,2,0
48206078010497,2,0
48206078010497,3,0
48206080010497,1,0
48206080010497,2,2
48206081010497,1,0
48206082010497,1,0
48206083010497,1,0
48206083010497,2,2
48206086010497,1,1
48206087010497,1,0
48206087010497,2,0
48206088010497,1,0
48206088010497,2,0
48206091010497,1,1
48206093010497,1,2
48206094010497,1,0
48206095010497,1,0
48206096010497,1,0
48206097010497,1,1
48206098010497,1,0
48206098010497,2,0
48206099010497,1,0
48206100010497,1,0
48206100010497,2,0
48206101010497,1,0
48206102010497,1,0
48206103010497,1,0
48206106010497,1,1
48206108010497,1,0
48206109010497,1,2
48206109010497,2,0
48206114010497,1,0
48206114010497,2,0
48206116010497,1,2
48206117010497,1,2
48206118010497,1,2
48206118010497,2,0
48206120010497,1,1
48206121010497,1,2
48206121010497,2,2
48206122010497,1,0
48206122010497,2,0
48206124010497,1,2
48206125010497,1,2
48206126010497,1,2
48206127010497,1,0
48206127010497,2,0
48206128010497,1,2
48206129010497,1,0
48206131010497,1,0
48206133010497,1,0
48206135010497,1,1
48206135010497,2,2
48206136010497,1,0
48206136010497,2,2
48206137010497,1,2
48206138010497,1,2
48206142010497,1,2
48206143010497,1,1
48206143010497,2,0
48206143010497,4,0
48206144010497,1,0
48206144010497,2,2
48206145010497,1,2
48206146010497,1,1
48206146010497,2,0
48206147010497,1,2
48206147010497,2,0
48206148010497,1,1
48206149010497,1,2
48206149010497,2,0
48206150010497,1,0
48206151010497,1,0
48206152010497,2,2
48206154010497,1,2
48206155010497,1,0
48206156010497,1,0
48206156010497,2,0
48206157010497,1,2
48206159010497,1,2
48206161010497,1,0
48206163010497,1,0
48206164010497,1,1
48206164010497,2,0
48206164010497,3,2
48206165010497,1,0
48206166010497,1,0
48206166010497,2,2
48206167010497,1,0
48206170010497,1,1
48206170010497,2,0
48206171010497,1,2
48206171010497,2,0
48206172010497,1,2
48206174010497,1,0
48206176010497,2,0
48206177010497,1,2
48206177010497,2,2
48206178010497,1,2
48206182010497,1,2
48206183010497,1,0
48206184010497,1,0
48206185010497,1,0
48206186010497,2,0
48206186010497,3,0
48206187010497,1,1
48206188010497,2,0
48206189010497,3,2
48206190010497,1,0
48206191010497,1,0
48206191010497,2,2
48206192010497,1,0
48206193010497,1,0
48206194010497,1,0
48206194010497,2,1
48206195010497,1,0
48206196010497,1,2
48206196010497,2,2
48206197010497,1,2
48206198010497,1,0
48206199010497,1,2
48206200010497,1,0
48206200010497,2,0
48206201010497,1,1
48206202010497,1,2
48206203010497,1,0
48206204010497,1,2
48206205010497,1,2
48206206010497,1,2
48206207010497,1,2
48206208010497,1,0
48206209010497,1,2
48206211010497,1,0
48206211010497,3,0
48206214010497,1,0
48206216010497,1,1
48206217010497,1,0
48206218010497,1,0
48206219010497,1,1
48206220010497,1,0
48206221010497,1,2
48206221010497,2,0
48206223010497,1,2
48206223010497,2,1
48206224010497,1,1
48206225010497,1,1
48206225010497,2,0
48206226010497,1,0
48206226010497,2,2
48206227010497,1,1
48206228010497,1,2
48206230010497,1,2
48206231010497,1,1
48206231010497,3,0
48206233010497,1,0
48206233010497,2,2
48206234010497,1,0
48206235010497,1,2
48206236010497,1,0
48206237010497,1,2
48206237010497,2,0
48206238010497,1,0
48206239010497,1,0
48206240010497,1,0
48206241010497,1,0
48206241010497,2,0
48206242010497,1,1
48206244010497,1,1
48206245010497,1,0
48206245010497,2,0
48206248010497,1,2
48206248010497,2,2
48206249010497,1,0
48206250010497,1,1
48206250010497,2,1
48206251010497,1,2
48206252010497,1,2
48206253010497,1,0
48206254010497,1,2
48206255010497,1,2
48206255010497,2,2
48206256010497,1,2
48206257010497,1,0
48206257010497,2,0
48206258010497,1,2
48206258010497,2,0
48206259010497,1,0
48206259010497,3,0
48206259010497,4,0
48206260010497,1,2
48206261010497,1,0
48206262010497,1,0
48206262010497,3,0
48206264010497,1,0
48206264010497,2,0
48206265010497,1,0
48206267010497,1,0
48206268010497,1,1
48206268010497,2,0
48206269010497,1,0
48206270010497,1,2
48206270010497,2,2
48206271010497,1,2
48206272010497,1,0
48206273010497,1,2
48206274010497,1,0
48206276010497,1,0
48206278010497,1,1
48206278010497,2,1
48206279010497,1,0
48206280010497,1,1
48206281010497,1,2
48206281010497,2,0
48206283010497,1,1
48206284010497,1,2
48206284010497,2,2
48206284010497,3,0
48206285010497,1,0
48206286010497,1,0
48206286010497,2,1
48206286010497,3,0
48206287010497,1,2
48206288010497,1,2
48206290010497,1,0
48206292010497,1,0
48206292010497,2,0
48206293010497,1,2
48206294010497,1,2
48206296010497,1,2
48206296010497,2,1
48206297010497,1,0
48206297010497,2,2
48206297010497,3,2
48206298010497,1,0
48206299010497,1,2
48206299010497,3,0
48206301010497,1,1
48206301010497,2,0
48206302010497,1,2
48206303010497,1,2
48206303010497,2,2
48206304010497,1,2
48206305010497,1,0
48206307010497,1,2
48206307010497,2,0
48206308010497,1,0
48206310010497,1,0
48206310010497,2,0
48206312010497,1,2
48206315010497,1,0
48206315010497,3,0
48206316010497,1,1
48206317010497,1,2
48206320010497,1,1
48206320010497,3,0
48206321010497,1,0
48206321010497,2,0
48206322010497,1,2
48206323010497,1,0
48206324010497,1,0
48206324010497,2,2
48206325010497,1,0
48206326010497,1,0
48206327010497,1,2
48206327010497,2,0
48206328010497,1,1
48206329010497,1,1
48206329010497,2,2
48206331010497,1,0
48206332010497,1,2
48206333010497,1,0
48206334010497,2,0
48206335010497,2,0
48206337010497,1,2
48206338010497,1,0
48206338010497,2,0
48206339010497,1,2
48206341010497,1,0
48206341010497,2,0
48206342010497,1,0
48206342010497,2,0
48206342010497,3,0
48206343010497,1,2
48206344010497,1,2
48206345010497,1,0
48206346010497,1,0
48206347010497,1,0
48206347010497,2,1
48206348010497,1,0
48206349010497,1,2
48206350010497,1,0
48206351010497,1,1
48206352010497,1,0
48206353010497,1,0
48206353010497,2,2
48206354010497,1,2
48206355010497,1,0
48206355010497,2,0
48206357010497,1,0
48206358010497,1,2
48206359010497,1,0
48206359010497,2,0
48206360010497,1,1
48206362010497,1,1
48206362010497,2,1
48206363010497,1,1
48206363010497,3,0
48206363010497,4,2
48206364010497,1,2
48206365010497,1,2
48206366010497,1,0
48206366010497,2,0
48206367010497,1,0
48206369010497,1,2
48206370010497,1,2
48206370010497,2,0
48206371010497,1,0
48206374010497,2,0
48206375010497,1,0
48206375010497,2,0
48206376010497,1,2
48206377010497,1,0
48206378010497,1,2
48206379010497,1,0
48206380010497,1,2
48206382010497,1,0
48206383010497,1,1
48206384010497,1,0
48206384010497,2,1
48206385010497,1,1
48206386010497,1,0
48206389010497,1,1
48206391010497,1,0
48206392010497,1,0
48206393010497,1,2
48206396010497,1,1
48206401010497,1,2
48206402010497,1,2
48206402010497,2,1
48206404010497,1,2
48206405010497,1,2
48206405010497,2,0
48206406010497,1,2
48206407010497,1,0
48206407010497,2,1
48206410010497,1,1
48206411010497,1,1
48206412010497,1,1
48206412010497,3,0
48206413010497,1,1
48206414010497,1,0
48206414010497,2,1
48206416010497,2,0
48206417010497,1,1
48206418010497,1,0
48206418010497,2,2
48206419010497,1,1
48206421010497,1,2
48206422010497,1,0
48206423010497,1,0
48206424010497,1,1
48206425010497,1,1
48206425010497,3,0
48206426010497,1,2
48206426010497,2,0
48206427010497,1,0
48206429010497,1,2
48206431010497,1,1
48206431010497,2,0
48206433010497,1,1
48206434010497,1,0
48206435010497,1,0
48206436010497,1,2
48206437010497,1,0
48206437010497,2,1
48206438010497,1,0
48206438010497,2,0
48206439010497,1,0
48206440010497,1,1
48206441010497,1,1
48206441010497,2,0
48206442010497,1,1
48206444010497,1,1
48206444010497,2,0
48206445010497,1,0
48206447010497,1,2
48206447010497,2,0
48206448010497,1,0
48206448010497,2,0
48206449010497,1,0
48206449010497,2,0
48206450010497,1,0
48206450010497,2,0
48206451010497,1,1
48206453010497,1,1
48206454010497,1,2
48206457010497,1,2
48206458010497,1,0
48206460010497,1,2
48206462010497,1,1
48206462010497,2,0
48206462010497,3,0
48206463010497,1,1
48206464010497,1,2
48206465010497,1,2
48206466010497,1,2
48206467010497,1,1
48206468010497,1,0
48206468010497,2,0
48206470010497,1,0
48206470010497,2,0
48206471010497,1,2
48206472010497,1,0
48206472010497,2,0
48206473010497,1,0
48206474010497,1,0
48206475010497,1,1
48206476010497,1,2
48206477010497,1,2
48206479010497,1,0
48206481010497,1,0
48206483010497,1,1
48206486010497,1,0
48206487010497,1,2
48206487010497,2,0
48206488010497,1,2
48206489010497,1,1
48206489010497,2,0
48206490010497,1,1
48206491010497,1,0
48206492010497,1,0
48206493010497,1,2
48206494010497,1,0
48206494010497,2,0
48206495010497,1,1
48206497010497,1,0
48206497010497,2,1
48206499010497,1,2
48206500010497,1,2
48206502010497,1,0
48206502010497,2,2
48206503010497,1,2
48206503010497,2,2
48206504010497,1,2
48206504010497,3,1
48206505010497,1,2
48206506010497,1,2
48206506010497,2,2
48206507010497,1,0
48206508010497,1,0
48206508010497,2,0
48206509010497,1,0
48206513010497,1,2
48206513010497,2,0
48206514010497,1,2
48206515010497,1,2
48206517010497,1,0
48206517010497,2,0
48206518010497,1,0
48206520010497,1,0
48206521010497,1,0
48206521010497,2,0
48206522010497,1,2
48206523010497,1,1
48206524010497,1,0
48206525010497,1,0
48206527010497,1,0
48206528010497,1,0
48206530010497,1,0
48206531010497,1,0
48206531010497,2,0
48206533010497,1,0
48206534010497,1,2
48206534010497,2,2
48206535010497,1,2
48206536010497,1,2
48206537010497,1,2
48206538010497,1,2
48206538010497,2,0
48206539010497,1,0
48206539010497,2,2
48206540010497,1,0
48206541010497,1,2
48206542010497,1,0
48206542010497,2,0
48206543010497,1,0
48206545010497,1,2
48206546010497,1,0
48206546010497,2,0
48206548010497,1,2
48206548010497,2,0
48206549010497,1,2
48206549010497,2,0
48206550010497,1,1
48206551010497,1,0
48206552010497,1,1
48206552010497,2,0
48206553010497,1,0
48206554010497,1,0
48206555010497,1,1
48206556010497,1,0
48206557010497,1,2
48206558010497,1,2
48206561010497,2,0
48206562010497,1,0
48206563010497,1,0
48206564010497,1,2
48206565010497,1,0
48206566010497,1,0
48206567010497,1,0
48206568010497,1,1
48206569010497,1,1
48206570010497,2,0
48206571010497,1,0
48206572010497,1,1
48206573010497,1,2
48206574010497,1,2
48206575010497,1,0
48206575010497,2,0
48206576010497,1,2
48206576010497,2,0
48206577010497,1,2
48206577010497,3,2
48206579010497,1,1
48206580010497,1,2
48206580010497,2,0
48206582010497,1,0
48206582010497,2,0
48206583010497,1,2
48206584010497,1,1
48206585010497,1,1
48206585010497,2,0
48206588010497,1,2
48206590010497,1,2
48206591010497,1,2
48206592010497,1,1
48206596010497,1,0
48206597010497,1,0
48206601010497,1,0
48206602010497,1,0
48206602010497,2,2
48206605010497,1,0
48206606010497,1,0
48206607010497,1,0
48206607010497,2,2
