PLT_CN,CONDID,MOG
290008378489998,1,1
290008379489998,1,2
290008380489998,1,1
290008381489998,1,0
290008381489998,2,2
290008382489998,1,2
290008383489998,1,1
290008384489998,1,0
290008385489998,1,0
290008385489998,3,0
290008386489998,1,0
290008386489998,2,1
290008387489998,1,1
290008387489998,2,0
290008388489998,2,1
290008389489998,1,2
290008389489998,3,2
290008390489998,1,2
290008391489998,1,0
290008392489998,1,2
290008393489998,1,2
290008393489998,2,0
290008394489998,1,1
290008395489998,1,1
290008395489998,2,0
290008396489998,1,0
290008397489998,1,2
290008398489998,1,2
290008399489998,1,0
290008399489998,3,0
290008400489998,1,2
290008401489998,1,0
290008402489998,1,2
290008402489998,2,0
290008403489998,1,0
290008405489998,1,0
290008406489998,1,0
290008407489998,1,0
290008408489998,2,2
290008409489998,1,0
290008409489998,2,1
290008410489998,1,0
290008410489998,2,1
290008412489998,1,2
290008413489998,1,2
290008414489998,1,1
290008414489998,2,0
290008415489998,1,2
290008416489998,1,2
290008417489998,1,2
290008418489998,1,0
290008419489998,1,1
290008419489998,3,0
290008420489998,1,1
290008420489998,2,2
290008421489998,1,1
290008421489998,2,1
290008422489998,2,0
290008422489998,3,2
290008423489998,1,1
290008425489998,1,2
290008425489998,2,0
290008425489998,3,0
290008426489998,1,0
290008426489998,2,0
290008427489998,1,1
290008427489998,2,2
290008428489998,1,1
290008428489998,2,0
290008429489998,1,0
290008430489998,1,0
290008430489998,2,0
290008431489998,1,2
290008432489998,1,2
290008433489998,1,0
290008434489998,1,2
290008435489998,1,0
290008436489998,1,0
290008436489998,2,2
290008437489998,1,2
290008437489998,2,0
290008438489998,1,0
290008439489998,1,0
290008439489998,2,1
290008440489998,1,0
290008441489998,1,0
290008442489998,1,0
290008442489998,2,2
290008444489998,1,0
290008446489998,1,0
290008448489998,1,2
290008449489998,1,1
290008450489998,1,1
290008451489998,1,2
290008452489998,1,2
290008453489998,1,0
290008455489998,1,1
290008456489998,1,0
290008457489998,1,1
290008458489998,1,1
290008458489998,2,0
290008459489998,1,1
290008460489998,1,0
290008461489998,1,1
290008464489998,1,2
290008465489998,1,0
290008465489998,2,0
290008466489998,1,0
290008466489998,2,0
290008467489998,1,2
290008468489998,1,0
290008469489998,1,0
290008469489998,2,0
290008469489998,3,2
290008470489998,1,1
290008471489998,1,2
290008472489998,1,2
290008473489998,1,2
290008473489998,2,1
290008475489998,1,2
290008476489998,1,0
290008476489998,2,0
290008477489998,1,2
290008477489998,3,1
290008478489998,1,1
290008481489998,1,0
290008482489998,1,0
290008482489998,2,1
290008483489998,1,0
290008484489998,1,2
290008484489998,2,0
290008485489998,1,1
290008485489998,2,1
290008486489998,1,2
290008487489998,1,2
290008488489998,1,0
290008488489998,2,0
290008489489998,1,1
290008489489998,2,0
290008489489998,3,0
290008490489998,1,2
290008490489998,2,0
290008491489998,1,0
290008491489998,2,0
290008492489998,1,0
290008493489998,1,0
290008494489998,1,1
290008495489998,1,0
290008496489998,1,1
290008496489998,2,0
290008497489998,1,1
290008498489998,1,0
290008498489998,2,2
290008500489998,1,2
290008501489998,1,0
290008502489998,1,1
290008503489998,1,0
290008503489998,2,0
290008504489998,1,1
290008505489998,1,0
290008507489998,1,0
290008508489998,1,0
290008508489998,2,0
290008509489998,1,2
290008510489998,1,2
290008511489998,2,1
290008512489998,1,1
290008512489998,2,0
290008513489998,1,1
290008514489998,1,0
290008515489998,1,2
290008515489998,2,0
290008516489998,1,0
290008517489998,1,1
290008518489998,1,2
290008518489998,2,0
290008519489998,1,2
290008520489998,1,0
290008520489998,3,0
290008521489998,1,2
290008522489998,1,1
290008523489998,1,1
290008523489998,2,2
290008525489998,1,0
290008526489998,1,2
290008527489998,1,1
290008527489998,2,0
290008528489998,1,2
290008529489998,1,0
290008529489998,2,0
290008530489998,1,1
290008531489998,1,0
290008531489998,2,2
290008532489998,1,0
290008532489998,2,1
290008533489998,1,0
290008534489998,1,0
290008535489998,1,0
290008536489998,1,0
290008536489998,2,2
290008537489998,1,0
290008538489998,1,0
290008539489998,1,2
290008540489998,1,2
290008541489998,1,2
290008541489998,3,0
290008541489998,4,0
290008542489998,2,0
290008543489998,1,0
290008544489998,1,2
290008545489998,1,2
290008545489998,2,0
290008546489998,1,0
290008546489998,2,0
290008547489998,1,0
290008547489998,2,0
290008548489998,1,2
290008549489998,1,2
290008551489998,1,1
290008551489998,2,2
290008552489998,1,1
290008553489998,1,0
290008553489998,2,1
290008554489998,1,1
290008556489998,1,2
290008556489998,2,0
290008557489998,1,1
290008558489998,1,2
290008559489998,1,0
290008560489998,1,0
290008561489998,1,1
290008562489998,1,1
290008563489998,1,1
290008564489998,1,0
290008565489998,1,0
290008566489998,1,2
290008567489998,1,0
290008568489998,1,1
290008569489998,1,0
290008570489998,1,1
290008571489998,1,2
290008571489998,2,0
290008572489998,1,2
290008572489998,2,0
290008573489998,1,0
290008574489998,1,1
290008575489998,1,1
290008576489998,1,1
290008577489998,1,1
290008577489998,2,2
290008578489998,1,0
290008578489998,2,0
290008579489998,1,0
290008580489998,2,0
290008581489998,1,2
290008582489998,1,2
290008583489998,1,0
290008584489998,1,1
290008585489998,1,1
290008586489998,1,1
290008587489998,1,1
290008588489998,1,0
290008589489998,1,1
290008590489998,1,2
290008591489998,1,0
290008592489998,1,2
290008593489998,1,0
290008593489998,3,0
290008594489998,1,2
290008595489998,1,2
290008596489998,1,0
290008597489998,1,1
290008599489998,1,2
290008599489998,2,2
290008600489998,1,0
290008600489998,2,0
290008601489998,1,0
290008602489998,1,1
290008602489998,2,0
290008603489998,1,1
290008603489998,2,2
290008604489998,1,2
290008605489998,1,2
290008606489998,1,0
290008607489998,1,0
290008608489998,1,2
290008608489998,2,2
290008609489998,1,1
290008610489998,1,2
290008611489998,1,2
290008612489998,1,1
290008613489998,1,2
290008613489998,2,2
290008614489998,1,0
290008615489998,1,0
290008616489998,1,2
290008617489998,1,0
290008619489998,1,0
290008620489998,1,1
290008621489998,1,1
290008622489998,1,0
290008623489998,1,0
290008626489998,1,0
290008627489998,1,1
290008628489998,1,2
290008629489998,1,1
290008630489998,1,2
290008631489998,1,0
290008631489998,2,1
290008632489998,1,2
290008632489998,2,0
290008633489998,1,0
290008634489998,1,2
290008635489998,1,1
290008636489998,1,2
290008636489998,2,1
290008637489998,1,0
290008638489998,1,1
290008639489998,1,1
290008640489998,1,1
290008641489998,1,0
290008642489998,1,1
290008643489998,1,2
290008644489998,1,2
290008645489998,1,0
290008645489998,2,0
290008646489998,1,2
290008646489998,2,2
290008648489998,1,0
290008649489998,1,2
290008650489998,1,1
290008651489998,1,0
290008652489998,1,2
290008653489998,1,1
290008655489998,1,2
290008656489998,1,0
290008656489998,2,0
290008657489998,1,0
290008658489998,1,0
290008659489998,1,2
290008659489998,2,0
290008660489998,1,1
290008661489998,1,0
290008662489998,1,0
290008662489998,2,0
290008663489998,1,0
290008663489998,3,0
290008664489998,1,2
290008664489998,2,0
290008666489998,1,0
290008667489998,1,2
290008669489998,1,0
290008670489998,1,0
290008671489998,1,0
290008672489998,1,2
290008673489998,1,0
290008674489998,1,0
290008675489998,1,0
290008675489998,2,0
290008676489998,1,2
290008677489998,1,1
290008678489998,1,0
290008678489998,2,0
290008679489998,1,1
290008680489998,1,2
290008681489998,1,0
290008682489998,1,0
290008683489998,1,1
290008684489998,1,2
290008685489998,1,0
290008687489998,1,1
290008688489998,2,2
290008689489998,1,2
290008689489998,2,0
290008690489998,1,1
290008691489998,1,0
290008692489998,1,0
290008692489998,2,0
290008693489998,1,0
290008694489998,1,0
290008695489998,1,0
290008697489998,1,2
290008698489998,1,2
290008699489998,1,0
290008700489998,2,0
290008701489998,1,0
290008702489998,1,2
290008703489998,1,0
290008704489998,1,2
290008705489998,1,2
290008706489998,1,0
290008707489998,1,2
290008708489998,1,2
290008708489998,2,2
290008709489998,1,0
290008710489998,1,2
290008711489998,1,2
290008711489998,2,0
290008712489998,1,0
290008713489998,1,0
290008714489998,2,0
290008715489998,1,0
290008716489998,1,0
290008717489998,1,1
290008718489998,1,2
290008719489998,1,2
290008720489998,1,2
290008721489998,1,2
290008721489998,2,0
290008722489998,1,0
290008722489998,2,0
290008723489998,1,0
290008725489998,1,0
290008727489998,1,0
290008728489998,1,1
290008729489998,1,1
290008730489998,1,2
290008731489998,1,2
290008732489998,1,0
290008733489998,1,0
290008734489998,1,0
290008735489998,1,2
290008735489998,2,0
290008736489998,1,2
290008737489998,1,1
290008738489998,1,0
290008739489998,1,2
290008740489998,1,1
290008740489998,2,0
290008741489998,1,2
290008741489998,2,0
290008742489998,1,0
290008743489998,1,2
290008744489998,1,2
290008746489998,1,1
290008746489998,2,0
290008747489998,1,1
290008748489998,1,1
290008750489998,1,0
290008751489998,1,0
290008752489998,1,0
290008753489998,1,0
290008754489998,1,2
290008755489998,1,0
290008755489998,2,0
290008755489998,3,0
290008758489998,1,0
290008759489998,1,0
290008760489998,1,1
290008761489998,1,0
290008761489998,2,2
290008762489998,1,0
290008763489998,1,0
290008764489998,1,1
290008765489998,1,0
290008767489998,1,0
290008768489998,1,1
290008769489998,1,1
290008770489998,1,1
290008771489998,1,2
290008772489998,1,1
290008773489998,1,2
290008775489998,1,0
290008775489998,2,0
290008776489998,1,1
290008777489998,1,1
290008778489998,1,1
290008779489998,1,2
290008779489998,2,0
290008780489998,1,2
290008780489998,2,1
290008782489998,1,1
290008783489998,1,2
290008784489998,1,1
290008784489998,2,0
290008785489998,1,2
290008786489998,1,0
290008787489998,1,0
290008788489998,1,2
290008788489998,2,2
290008790489998,1,2
290008791489998,1,1
290008792489998,1,0
290008792489998,2,0
290008793489998,1,0
290008794489998,1,1
290008795489998,1,0
290008797489998,1,2
290008798489998,2,2
290008799489998,1,0
290008800489998,1,0
290008801489998,1,0
290008802489998,1,1
290008803489998,1,0
290008804489998,1,1
290008806489998,1,0
290008807489998,1,1
290008808489998,1,0
290008809489998,1,0
290008810489998,1,0
290008811489998,1,0
290008812489998,3,0
290008813489998,1,0
290008814489998,1,2
290008815489998,1,0
290008816489998,1,1
290008816489998,3,0
290008817489998,1,2
290008817489998,2,0
290008817489998,3,1
290008818489998,1,2
290008819489998,1,2
290008820489998,1,2
290008821489998,1,0
290008822489998,1,2
290008823489998,1,2
290008824489998,1,2
290008824489998,2,1
290008825489998,1,0
290008826489998,1,2
290008826489998,2,0
290008827489998,1,0
290008828489998,1,0
290008829489998,1,2
290008829489998,2,1
290008830489998,1,2
290008830489998,2,2
290008831489998,1,2
290008832489998,1,0
290008833489998,1,0
290008834489998,1,2
290008834489998,2,0
290008835489998,1,1
290008836489998,1,1
290008836489998,2,0
290008837489998,1,2
290008838489998,1,0
290008840489998,1,0
290008841489998,1,0
290008841489998,2,0
290008842489998,1,0
290008843489998,1,1
290008843489998,2,0
290008845489998,1,0
290008845489998,2,2
290008847489998,1,0
290008848489998,1,0
290008848489998,2,0
290008849489998,1,2
290008849489998,2,0
290008849489998,3,0
290008850489998,1,1
290008850489998,3,1
290008851489998,1,2
290008852489998,1,0
290008854489998,1,1
290008855489998,1,2
290008856489998,1,0
290008856489998,2,0
290008857489998,1,2
290008858489998,1,0
290008858489998,2,0
290008859489998,1,0
290008860489998,1,0
290008861489998,1,2
290008861489998,2,2
290008862489998,1,0
290008862489998,2,0
290008863489998,1,1
290008863489998,2,0
290008864489998,1,2
290008865489998,1,2
290008865489998,2,2
290008866489998,1,2
290008867489998,1,0
290008868489998,1,1
290008869489998,1,2
290008870489998,1,0
290008871489998,1,0
290008872489998,1,0
290008873489998,1,0
290008874489998,1,1
290008876489998,1,1
290008876489998,2,0
290008877489998,1,0
290008878489998,1,1
290008879489998,1,2
290008879489998,3,2
290008881489998,1,1
290008882489998,1,2
290008883489998,1,0
290008884489998,1,2
290008885489998,1,0
290008886489998,1,0
290008887489998,1,0
290008888489998,1,1
290008888489998,2,0
290008889489998,1,0
290008890489998,1,2
290008891489998,1,1
290008892489998,1,1
290008893489998,1,1
290008893489998,2,0
290008894489998,1,1
290008894489998,2,0
290008895489998,1,1
290008897489998,1,2
290008898489998,1,0
290008898489998,2,2
290008899489998,1,0
290008900489998,1,0
290008900489998,2,0
290008901489998,1,2
290008902489998,1,0
290008902489998,2,0
290008903489998,1,0
290008903489998,2,0
290008905489998,1,2
290008905489998,2,0
290008906489998,1,0
290008906489998,2,2
290008907489998,1,0
290008908489998,1,2
290008909489998,1,0
290008909489998,3,0
290008910489998,1,1
290008910489998,2,0
290008911489998,1,2
290008911489998,3,2
290008912489998,1,0
290008912489998,2,1
290008914489998,1,0
290008915489998,1,1
290008915489998,2,0
290008916489998,1,1
290008916489998,2,0
290008917489998,1,1
290008918489998,1,0
290008919489998,1,0
290008920489998,1,2
290008920489998,2,0
290008921489998,1,0
290008922489998,1,0
290008923489998,1,0
290008923489998,3,0
290008924489998,1,2
290008924489998,2,0
290008925489998,1,1
290008926489998,1,2
290008927489998,1,2
290008928489998,1,2
290008929489998,1,0
290008929489998,3,2
290008931489998,1,0
290008932489998,1,0
290008936489998,1,1
290008937489998,2,0
290008938489998,1,2
290008939489998,1,0
290008941489998,1,0
290008942489998,1,1
290008943489998,1,2
290008944489998,1,0
290008944489998,2,1
290008947489998,1,1
290008948489998,1,0
290008948489998,2,1
290008949489998,1,1
290008950489998,1,0
290008951489998,1,0
290008951489998,2,0
290008952489998,1,1
290008953489998,1,0
290008954489998,1,0
290008954489998,2,2
290008957489998,2,1
290008959489998,1,2
290008960489998,1,1
290008962489998,1,0
290008962489998,2,0
290008963489998,1,2
290008964489998,1,2
290008964489998,2,2
290008965489998,1,1
290008966489998,1,2
290008966489998,2,0
290008967489998,1,0
290008968489998,1,0
290008969489998,1,0
290008969489998,2,0
290008970489998,1,2
290008970489998,2,0
290008971489998,1,2
290008972489998,1,0
290008973489998,1,0
290008973489998,2,0
290008973489998,3,0
290008974489998,1,0
290008975489998,1,1
290008976489998,1,2
290008977489998,1,0
290008978489998,1,1
290008979489998,1,0
290008980489998,1,1
290008981489998,1,0
290008984489998,1,1
290008985489998,1,0
290008985489998,2,0
290008986489998,1,2
290008987489998,1,1
290008988489998,1,2
290008989489998,1,1
290008990489998,1,0
290008990489998,2,1
290008991489998,1,2
290008991489998,2,2
290008992489998,1,2
290008993489998,1,0
290008994489998,1,2
290008995489998,1,2
290008995489998,2,2
290008996489998,1,0
290008997489998,1,2
290008998489998,1,2
290008998489998,3,0
290008999489998,1,1
290009000489998,1,0
290009000489998,2,0
290009001489998,1,0
290009002489998,1,0
290009003489998,1,1
290009004489998,2,0
290009005489998,1,0
290009022489998,2,2
290009023489998,1,1
290009023489998,2,0
290009024489998,1,2
290009025489998,1,1
290009027489998,1,2
290009027489998,2,2
290009027489998,3,1
290009028489998,1,0
290009029489998,1,1
290009030489998,1,1
290009031489998,1,1
290009032489998,1,0
290009032489998,2,0
290009033489998,1,0
290009034489998,1,2
290009035489998,1,0
290009035489998,2,0
290009037489998,1,2
290009039489998,1,1
290009039489998,2,1
290009041489998,2,0
290009042489998,1,2
290009042489998,2,2
290009043489998,1,0
290009043489998,3,0
290009044489998,1,0
290009044489998,2,0
290009044489998,3,2
290009045489998,1,0
290009045489998,2,2
290009046489998,1,2
290009046489998,2,0
290009047489998,1,2
290009048489998,1,0
290009049489998,1,1
290009050489998,1,2
290009051489998,1,1
290009052489998,1,2
290009052489998,2,0
290009054489998,1,0
290009055489998,1,2
290009055489998,2,0
290009057489998,1,0
290009057489998,2,0
290009058489998,1,2
290009058489998,2,0
290009059489998,2,0
290009060489998,1,1
290009060489998,2,0
290009062489998,1,0
290009063489998,1,2
290009063489998,2,0
290009064489998,1,2
290009065489998,1,2
290009066489998,1,0
290009066489998,2,0
290009067489998,1,2
290009068489998,2,0
290009068489998,3,2
290009069489998,1,2
290009070489998,1,2
290009071489998,1,2
290009071489998,2,0
290009073489998,1,0
290009073489998,2,0
290009074489998,1,0
290009075489998,1,1
290009076489998,1,1
290009077489998,1,2
290009077489998,3,0
290009078489998,1,0
290009080489998,1,0
290009080489998,2,1
290009081489998,2,2
290009082489998,1,0
290009082489998,2,1
290009084489998,1,0
290009087489998,1,2
290009087489998,2,0
290009087489998,3,0
290009088489998,1,1
290009089489998,1,1
290009089489998,2,0
290009090489998,2,2
290009091489998,1,1
290009091489998,2,2
290009092489998,1,2
290009093489998,1,2
290009094489998,1,2
290009094489998,2,2
290009095489998,1,2
290009097489998,1,2
290009097489998,2,0
290009098489998,1,0
290009099489998,1,0
290009100489998,1,0
290009101489998,2,0
290009102489998,1,0
290009103489998,1,1
290009103489998,3,2
290009104489998,1,0
290009105489998,1,0
290009106489998,1,2
290009108489998,1,0
290009109489998,1,0
290009110489998,1,0
290009111489998,1,1
290009113489998,2,0
290009115489998,1,1
290009116489998,2,0
290009117489998,1,2
290009117489998,2,0
290009118489998,1,2
290009120489998,2,2
290009120489998,3,0
290009121489998,1,0
290009122489998,1,1
290009122489998,3,0
290009123489998,2,2
291609118489998,1,2
291609124489998,1,2
291609129489998,1,2
291609136489998,2,2
291609137489998,1,2
291609230489998,1,2
291609273489998,1,2
291609283489998,1,2
291609286489998,2,0
291609286489998,3,2
291609288489998,1,0
291609288489998,2,2
291609289489998,1,1
291609355489998,1,2
291609356489998,1,2
291609381489998,1,2
291609382489998,1,2
291609383489998,1,0
291609386489998,1,0
291609386489998,2,2
291609454489998,1,2
291609455489998,1,0
291609457489998,1,2
291609457489998,2,0
291609458489998,1,2
291609546489998,1,2
291609547489998,1,2
291609555489998,1,0
291609633489998,1,1
291609729489998,1,2
291609729489998,2,2
293284840489998,1,0
293284840489998,2,0
297167200489998,1,0
297167200489998,2,0
297167225489998,1,0
298697074489998,1,1
298697078489998,1,2
298697081489998,1,0
298697082489998,1,2
298697092489998,1,1
298697111489998,1,0
298697112489998,1,0
298697118489998,1,2
298697121489998,1,1
298697127489998,1,2
298697127489998,2,0
298697128489998,1,2
298697132489998,2,0
298697133489998,1,1
298697138489998,2,2
298697145489998,1,2
298697146489998,1,0
298697148489998,1,2
298697153489998,1,2
298697155489998,2,0
298697156489998,1,2
298697157489998,1,2
298697159489998,1,0
298697165489998,1,2
298697169489998,1,2
298697171489998,1,0
298697187489998,1,0
298697188489998,1,2
298697192489998,1,1
298697195489998,1,0
298697200489998,1,0
298697204489998,1,0
298697214489998,1,0
298697222489998,1,0
298697230489998,2,2
298697231489998,1,1
298697241489998,1,2
298697256489998,1,2
298697269489998,1,1
298697270489998,1,2
298697352489998,1,0
298697355489998,1,1
298697357489998,1,1
298697376489998,1,1
298697383489998,1,0
298697384489998,1,0
298697391489998,1,2
298697396489998,1,0
298697416489998,1,0
298697436489998,1,2
298697440489998,1,2
298697442489998,1,0
298697445489998,1,0
298697451489998,1,2
298697468489998,1,1
298697470489998,1,1
298697475489998,1,2
298697480489998,1,0
298697482489998,1,2
298697484489998,1,2
298697503489998,1,2
298697517489998,1,0
298697537489998,1,2
298697541489998,1,2
298697545489998,1,2
298697563489998,1,2
298697569489998,1,2
298697581489998,2,1
298697641489998,1,1
298697646489998,1,2
298697671489998,1,1
298697673489998,1,1
298697703489998,1,2
298697719489998,1,0
298697755489998,1,2
298697756489998,1,0
298697757489998,1,0
298697759489998,1,2
298697761489998,1,2
298697787489998,2,0
298697796489998,1,0
298697797489998,1,0
298697799489998,1,2
298697802489998,1,2
298697841489998,1,1
298697851489998,1,2
298697858489998,1,2
298697862489998,1,2
298697863489998,2,2
298697868489998,1,2
298697870489998,1,1
298697873489998,1,1
298697887489998,1,2
298697888489998,1,0
298697888489998,2,2
298697890489998,1,1
298697898489998,1,1
298697899489998,2,2
298697920489998,1,0
298697932489998,1,2
298697945489998,1,0
298697946489998,1,1
298697947489998,1,0
298697948489998,1,0
298697950489998,1,0
298697950489998,2,0
298697952489998,1,2
298697955489998,1,2
298697957489998,1,2
298697959489998,1,2
298697960489998,1,2
298697961489998,1,2
298697964489998,1,0
298697965489998,1,2
298697967489998,1,2
298697983489998,1,2
298697984489998,1,2
298697985489998,1,0
298697997489998,1,1
298698004489998,1,1
298698005489998,1,0
298698044489998,1,2
298698045489998,1,1
298698048489998,1,2
298698050489998,1,2
298698069489998,1,2
298698079489998,1,2
298698094489998,1,2
298698099489998,1,2
298698101489998,1,2
298698103489998,1,2
298698104489998,1,0
298698105489998,1,2
298698124489998,1,0
298698140489998,1,1
298698143489998,1,0
298698144489998,1,2
298698145489998,1,0
298698149489998,2,0
298698156489998,1,1
298698161489998,1,0
298698177489998,1,2
298698180489998,1,1
298698182489998,1,2
298698185489998,1,0
298698196489998,1,2
298698199489998,1,1
298698203489998,1,0
298698203489998,2,1
298698213489998,2,2
298698217489998,1,1
298698218489998,1,2
298698219489998,1,2
298698223489998,1,2
298698224489998,1,2
298698225489998,1,2
298698239489998,1,1
298698239489998,2,0
298698240489998,1,0
298698244489998,1,2
298698245489998,1,0
298698251489998,1,2
298698256489998,1,1
298698260489998,1,2
298698261489998,1,2
298698267489998,1,2
298698274489998,1,2
298698283489998,1,2
298698284489998,1,2
298698285489998,1,1
298698293489998,1,2
298698307489998,1,0
298698319489998,1,2
298698320489998,1,2
298698350489998,1,2
298698351489998,1,2
298698352489998,1,2
298698353489998,1,0
300157902489998,1,0
300157903489998,1,0
300157903489998,2,0
300157907489998,1,2
300159788489998,1,2
300159800489998,1,0
300159800489998,2,0
300159807489998,1,0
300159808489998,1,0
300159825489998,2,0
300159872489998,1,2
300159876489998,1,2
300159876489998,2,2
300159877489998,1,0
300160268489998,1,0
300160268489998,2,2
300160269489998,1,0
300160269489998,2,0
300160270489998,1,0
300160272489998,1,0
300160272489998,2,0
300160277489998,1,0
300160317489998,1,2
300160317489998,2,2
300160320489998,1,0
300160326489998,1,0
300160380489998,1,1
300160422489998,1,0
300160724489998,1,0
300160725489998,2,2
300160751489998,1,2
300160752489998,2,1
300160811489998,1,2
300160842489998,2,0
300160900489998,1,2
300160995489998,1,2
300160995489998,2,0
300160996489998,1,0
300161012489998,1,0
300161012489998,2,0
300161013489998,1,0
300161014489998,1,0
300161015489998,1,0
300161016489998,1,2
300161016489998,2,2
300161018489998,1,0
300161018489998,2,0
300161019489998,1,0
300161052489998,1,0
300161052489998,2,0
300161053489998,1,0
300161055489998,1,0
300161055489998,2,0
300161056489998,1,0
300161056489998,2,0
300161057489998,1,0
300161072489998,1,0
300161073489998,1,2
300161074489998,1,2
300161074489998,2,2
300161083489998,1,0
300161084489998,1,2
300161085489998,1,2
300161087489998,1,2
300161088489998,1,2
300161271489998,1,0
300161272489998,2,0
300161274489998,1,0
300161275489998,3,2
300161276489998,1,0
300161281489998,1,2
300161281489998,2,2
300161285489998,1,2
300161285489998,3,2
300161289489998,1,0
300161290489998,1,1
300161290489998,2,2
300161307489998,1,2
300161309489998,1,0
300161309489998,2,2
300161309489998,3,0
300161311489998,1,0
300161313489998,1,0
300161313489998,2,2
300161316489998,1,2
300161316489998,2,0
300161318489998,1,0
300161318489998,2,2
300161318489998,3,0
300161321489998,1,2
300161322489998,1,0
300161325489998,1,2
300161325489998,2,2
300161326489998,1,0
300161328489998,1,2
300161328489998,2,2
300161329489998,1,0
300161329489998,2,0
300161330489998,1,2
300161331489998,1,0
300161360489998,1,0
300161361489998,1,0
300161361489998,2,0
300161362489998,1,0
300161363489998,1,0
300161364489998,1,0
300161365489998,1,0
300161365489998,2,0
300161366489998,1,0
300161366489998,2,2
300161367489998,1,0
300161456489998,1,0
300161459489998,1,0
300161460489998,1,0
300161460489998,2,0
300161463489998,1,0
300161550489998,1,0
300161552489998,1,0
300161553489998,1,2
300161553489998,2,2
300161554489998,1,2
300161555489998,1,2
300161557489998,1,0
300161563489998,1,2
300161565489998,1,0
300161567489998,1,0
300161576489998,1,1
300161582489998,1,2
300161600489998,1,0
300161600489998,2,2
300161601489998,1,0
300161601489998,2,0
300161603489998,1,2
300161603489998,2,2
300161631489998,2,0
300161632489998,1,0
300161633489998,1,0
300161633489998,2,2
300161658489998,1,2
300161661489998,1,0
300161661489998,2,2
300161662489998,1,2
300161664489998,1,2
300161666489998,1,0
300161723489998,1,0
300161723489998,2,2
300161724489998,1,2
300161724489998,2,0
300161725489998,1,1
300161728489998,1,0
300161729489998,1,0
300161738489998,1,2
300161738489998,2,2
300161739489998,1,2
300161740489998,1,1
300161742489998,1,1
300161764489998,1,2
300161784489998,1,2
300161785489998,1,2
300161786489998,1,2
300161787489998,1,0
300161809489998,2,2
300161958489998,1,2
300161960489998,1,1
300162039489998,1,0
300162092489998,1,0
300162092489998,2,0
300162114489998,1,2
300162121489998,1,2
300162122489998,1,2
300162122489998,2,0
300162124489998,1,2
300162124489998,2,2
300162148489998,1,2
300162148489998,2,2
300162326489998,1,0
300162327489998,1,0
300162350489998,1,2
300162352489998,1,2
300162353489998,1,2
300162442489998,1,2
300162442489998,2,2
300162476489998,1,0
300162476489998,2,0
300162481489998,1,2
300162499489998,1,2
300162502489998,1,2
300162506489998,1,0
300162536489998,1,2
300162536489998,2,0
300163007489998,1,0
300163020489998,1,2
300163024489998,1,2
300163024489998,2,2
300163061489998,1,0
300163061489998,2,0
300163077489998,1,2
300163077489998,2,0
300163171489998,1,2
300163244489998,1,2
300163245489998,1,2
300163245489998,2,0
300163246489998,1,1
300163255489998,1,2
300163255489998,2,0
300163257489998,1,2
300163280489998,1,2
300163307489998,1,2
300163307489998,2,0
300163307489998,3,0
300163471489998,1,2
300163489489998,1,2
300163489489998,2,0
300163492489998,1,2
300163499489998,1,2
300163533489998,1,0
300163533489998,3,2
300163568489998,1,2
300163577489998,1,0
300163582489998,1,2
300163586489998,1,0
300163594489998,1,0
300163596489998,1,2
300163596489998,2,2
300163597489998,1,2
300163606489998,1,2
300163606489998,2,0
300163607489998,1,2
300163608489998,1,2
300163612489998,1,2
300163612489998,2,2
300163621489998,1,2
300163621489998,2,2
300163623489998,1,2
300163623489998,2,0
300163646489998,1,2
300163646489998,2,0
300163663489998,1,2
300163672489998,1,0
300163672489998,2,0
300163673489998,1,2
300163674489998,1,2
300163693489998,1,0
300163720489998,1,0
300163720489998,2,2
300163730489998,1,2
300163731489998,1,0
300163737489998,1,2
300163765489998,1,2
300163769489998,1,0
300163811489998,1,0
300163813489998,1,0
300163845489998,1,0
300163896489998,1,2
300163897489998,2,0
300163908489998,1,2
300163909489998,1,0
300163914489998,1,2
300163914489998,2,0
300163915489998,1,0
300163917489998,1,0
300163918489998,1,2
300163922489998,1,0
300163931489998,1,2
300163932489998,1,0
300163932489998,3,0
300164147489998,1,2
300164148489998,1,0
300164149489998,1,0
300164150489998,1,2
300164151489998,2,0
300164151489998,3,0
300164157489998,1,2
300164158489998,3,0
300164159489998,2,0
300164160489998,1,0
300164161489998,1,0
300164172489998,1,2
300164221489998,1,0
300164331489998,1,2
300164333489998,1,0
300164333489998,2,2
300164367489998,1,0
300164372489998,1,2
300164373489998,1,0
300164374489998,2,2
300164375489998,1,2
300164376489998,1,2
300164377489998,1,2
300164378489998,1,2
300164379489998,1,0
300164379489998,2,2
300164380489998,1,2
300164381489998,1,2
300164382489998,1,2
300164383489998,1,2
300164384489998,1,2
300164385489998,1,2
300164386489998,1,2
300164386489998,2,2
300164387489998,1,2
300164387489998,2,0
300164388489998,1,0
300164389489998,1,2
300164391489998,1,2
300164392489998,1,0
300164393489998,1,2
300164394489998,1,0
300164395489998,1,0
300164396489998,1,0
300164397489998,1,2
300164398489998,1,0
300164399489998,2,2
300164401489998,1,2
300164402489998,1,2
300164402489998,2,2
300164403489998,1,2
300164404489998,1,2
300164406489998,1,2
300164407489998,1,0
300164407489998,2,2
300164408489998,1,0
300164408489998,2,2
300164409489998,1,0
300164410489998,1,2
300164411489998,1,2
300164412489998,1,2
300164413489998,1,2
300164413489998,2,2
300164414489998,1,2
300164415489998,1,2
