CN,HABTYPCD,PUB_CD,SCIENTIFIC_NAME,COMMON_NAME,VALID,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE
3.72041E+12,CDS255,639,PSME/GASH,Douglas-fir/salal,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS3,639,PSME/RHODO-CORYL-CORNU,Douglas-fir/rhododendron-hazelnut-dogwood,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS311,639,PSME-TSHE/COCOC,"Douglas-fir-western hemlock/California hazelnut (steep, shallow soil)",Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS4,639,PSME/CEANO-ARCTO3-PAMY,Douglas-fir/ceanothus-manzanita-Oregon boxleaf,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS411,639,PSME/PAMY,Douglas-fir/Oregon boxleaf (Okanogan),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS412,639,PSME/PAMY/CARU,Douglas-fir/Oregon boxleaf/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS5,639,PSME/GASH-MARE11,Douglas-fir/salal-creeping barberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS511,639,PSME/MARE11,Douglas-fir/creeping barberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS6,639,PSME/SPIRA-SYAL-ARUV,Douglas-fir/spiraea-common snowberry-kinnikinnick,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS612,639,PSME-ABCO/SYAL/LIBO3,Douglas-fir-white fir/common snowberry/twinflower,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72042E+12,CDS613,639,PSME-ABCO/SYAL/2FORB,Douglas-fir-white fir/common snowberry/forb,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS614,639,PSME-ABCO/SYAL/CARU,Douglas-fir-white fir/common snowberry/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS622,639,PSME/SYAL,Douglas-fir/common snowberry (Wallowa),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS623,639,PSME/SYOR2,Douglas-fir/mountain snowberry (Wallowa),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS624,639,PSME/SYAL,Douglas-fir/common snowberry (Blue Mountains),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS625,639,PSME/SYOR2,Douglas-fir/mountain snowberry (Blue Mountains),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS626,639,PSME/SYOR2,Douglas-fir/mountain snowberry (Idaho),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS627,639,PSME/SYAL,Douglas-fir/common snowberry (Idaho),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDRS,639,PSME,"Douglas-fir (steep,  with little ground vegetation)",Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS628,639,PSME/SYAL,Douglas-fir/common snowberry (floodplain),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72043E+12,CDS631,639,PSME/ARUV-PUTR2,Douglas-fir/kinnikinnick-antelope bitterbrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS632,639,PSME/SYOR2,Douglas-fir/mountain snowberry (Okanogan and Colville),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS634,639,PSME/SPBE2,Douglas-fir/white spirea,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS635,639,PSME/SPBE2,Douglas-fir/white spirea (Idaho),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS636,639,PSME/SYAL,Douglas-fir/common snowberry (Wenatchee),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS637,639,PSME/SYAL/PSSPS,Douglas-fir/common snowberry/bluebunch wheatgrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS638,639,PSME/SYAL/CARU,Douglas-fir/common snowberry/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS639,639,PSME/SPBEL/CARU,Douglas-fir/shinyleaf spirea/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS640,639,PSME/SPBEL,Douglas-fir/shinyleaf spirea,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS641,639,PSME/SYMO,Douglas-fir/creeping snowberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72044E+12,CDS651,639,PSME/ARUV,Douglas-fir/kinnikinnick,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS652,639,PSME/ARUV,Douglas-fir/kinnikinnick (Mt. Rainier),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS653,639,PSME/ARUV,Douglas-fir/kinnikinnick (Wenatchee),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS654,639,PSME/ARUV-PUTR2,Douglas-fir/kinnikinnick-antelope bitterbrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS655,639,PSME/ARUV/CARU,Douglas-fir/kinnikinnick/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS661,639,PSME/SYAL,Douglas-fir/common snowberry (Mt. Hood),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS662,639,PSME/ARNE,Douglas-fir/pinemat manzanita,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS671,639,PSME/JUCO6,Douglas-fir/common juniper,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS672,639,PSME/CELE3,Douglas-fir/curl-leaf mountain mahogany,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS673,639,PSME/PUTR2,Douglas-fir/antelope bitterbrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72045E+12,CDS674,639,PSME/PUTR2/PSSPS,Douglas-fir/antelope bitterbrush/bluebunch wheatgrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS675,639,PSME/PUTR2/CARU,Douglas-fir/antelope bitterbrush/pinegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS7,639,PSME/PHMA5,Douglas-fir/mallow ninebark,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS715,639,PSME/PHMA5,Douglas-fir/mallow ninebark (Okanogan and Colville),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS716,639,PSME/PHMA5/LIBOL2,Douglas-fir/mallow ninebark/longtube twinflower,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS717,639,PSME/PHMA5,Douglas-fir/mallow ninebark (Idaho),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS722,639,PSME/ACGL-PHMA5,Douglas-fir/Rocky Mountain maple-mallow ninebark,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS723,639,PSME/ACGL,Douglas-fir/Rocky Mountain maple,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS724,639,PSME/ACGL,Douglas-fir/Rocky Mountain maple (floodplain),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS8,639,PSME/VACCI,Douglas-fir/blueberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72046E+12,CDS811,639,PSME/VACCI,Douglas-fir/blueberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72047E+12,CDS812,639,PSME/VAME,Douglas-fir/thinleaf huckleberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72047E+12,CDS813,639,PSME/VACA13,Douglas-fir/dwarf bilberry (Colville),Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,20410,301,PIED/MUDU,twoneedle pinyon/pine muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,20411,301,PIED/MUPA2,twoneedle pinyon/New Mexico muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,204300,301,PIED/ANHA,twoneedle pinyon/sand bluestem,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,20431,301,PIED/FEAR2,twoneedle pinyon/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,204320,301,PIED/PUST-PUST,twoneedle pinyon/Stansbury cliffrose,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72099E+12,204321,301,PIED/PUST/ARTR2,twoneedle pinyon/Stansbury cliffrose/big sagebrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,204360,301,PIED/QUPA4,twoneedle pinyon/wavyleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,204370,301,PIED/ACNED,twoneedle pinyon/Dore's needlegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72099E+12,201331,301,JUMO/ERNA10-FAPA,oneseed juniper/rubber rabbitbrush-Apache plume,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.721E+12,11430,301,PIPO/QURU4,ponderosa pine/netleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,11440,301,PIPO/QUEM,ponderosa pine/Emory oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,11460,301,PIPO/SCREE,ponderosa pine (scree),Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.721E+12,11470,301,PIPO/JUMA,ponderosa pine/Arizona walnut,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,1203,301,PSME/MARE11,Douglas-fir/creeping barberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,1213,301,PSME/PHMO4,Douglas-fir/mountain ninebark,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,12140,301,PSME/QUGA,Douglas-fir/Gambel oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,12141,301,PSME/QUGA/FEAR2,Douglas-fir/Gambel oak/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,12142,301,PSME/QUGA/MUVI2,Douglas-fir/Gambel oak/screwleaf muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.721E+12,12143,301,PSME/QUGA/HODU,Douglas-fir/Gambel oak/rockspirea,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,1231,301,PSME/ARUV,Douglas-fir/kinnikinnik,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12320,301,PSME/BRCI2,Douglas-fir/fringed brome,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12330,301,PSME/FEAR2,Douglas-fir/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12331,301,PSME/FEAR2/PIAR,Douglas-fir/Arizona fescue/bristlecone pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12332,301,PSME/FEAR2/PIFL2,Douglas-fir/Arizona fescue/limber pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12333,301,PSME/FEAR2/POTR5,Douglas-fir/Arizona fescue/quaking aspen,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12340,301,PSME/MUMO/PIED,Douglas-fir/mountain muhly/twoneedle pinyon,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12341,301,PSME/MUMO/PIFL2,Douglas-fir/mountain muhly/limber pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12350,301,PSME/MUVI2,Douglas-fir/screwleaf muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72101E+12,12360,301,PSME/QUHY/PIPO,Douglas-fir/silverleaf oak/ponderosa pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,12361,301,PSME/QUHY/PILE,Douglas-fir/silverleaf oak/Chihuahua pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,12362,301,PSME/QUHY/QURU4,Douglas-fir/silverleaf oak/netleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,12380,301,PSME/SCREE,Douglas-fir (scree),Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72102E+12,1239,301,PSME/ACGR3,Douglas-fir/bigtooth maple,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,1241,301,PSME/HODU,Douglas-fir/rockspirea,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,12420,301,PSME/QUPA4,Douglas-fir/wavyleak oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,12430,301,PSME/QUAR,Douglas-fir/Arizona white oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,3101,301,CUAR/QUHY,Arizona cypress/silverleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,3102,301,CUAR/QUTU2,Arizona cypress/Sonoran scrub oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72102E+12,32010,301,PIEN2/MULO,Apache pine/longtongue muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,32030,301,PIEN2/QUHY,Apache pine/silverleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,33010,301,PILE/PIFI,Chihuahua pine/pinyon ricegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,33020,301,PILE/QUAR,Chihuahua pine/Arizona white oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,33030,301,PILE/QUHY,Chihuahua pine/silverleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,201010,301,JUMO/BOCU,oneseed juniper/sideoats grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,201011,301,JUMO/BOCU/NOMI,oneseed juniper/sideoats grama/sacahuista,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,201020,301,JUMO/BOGR2,oneseed juniper/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,11420,301,PIPO/ARPU5,ponderosa pine/pointleaf manzanita,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,201040,301,JUMO/ARTR2,oneseed juniper/big sagebrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72103E+12,6071,301,PIPU/EREX4/PIPO,blue spruce/sprucefir fleabane/ponderosa pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,6080,301,PIPU/ARUV,blue spruce/kinnikinnik,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,6090,301,PIPU/FEAR2,blue spruce/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,6130,301,PIPU/PACA34,blue spruce/bittercress ragwort,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11030,301,PIPO/BOGR2-BOGR2,ponderosa pine/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72104E+12,11031,301,PIPO/BOGR2/SCSC,ponderosa pine/blue grama/little bluestem,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11032,301,PIPO/BOGR2/ANHA,ponderosa pine/blue grama/sand bluestem,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11033,301,PIPO/BOGR2/ARTR2,ponderosa pine/blue grama/big sagebrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11034,301,PIPO/BOGR2/QUGR3,ponderosa pine/blue grama/gray oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11035,301,PIPO/BOGR2/QUGA,ponderosa pine/blue grama/Gambel oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72104E+12,11090,301,PIPO/FEAR2-FEAR2,ponderosa pine/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72105E+12,11091,301,PIPO/FEAR2/DAPA2,ponderosa pine/Arizona fescue/Parry's oatgrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11092,301,PIPO/FEAR2/BOGR2,ponderosa pine/Arizona fescue/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11130,301,ABCO/SCREE,white fir (scree),Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72105E+12,11210,301,PIPO/QUGA,ponderosa pine/Gambel oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11211,301,PIPO/QUGA/FEAR2,ponderosa pine/Gambel oak/Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11212,301,PIPO/QUGA/MULO,ponderosa pine/Gambel oak/longtongue muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11213,301,PIPO/QUGA/PIED,ponderosa pine/Gambel oak/twoneedle pinyon,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11214,301,PIPO/QUGA/MUMO,ponderosa pine/Gambel oak/mountain muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11215,301,PIPO/QUGA/BOGR2,ponderosa pine/Gambel oak/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72105E+12,11216,301,PIPO/QUGA/RONE,ponderosa pine/Gambel oak/New Mexico locust,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11220,301,PIPO/QUHY,ponderosa pine/silverleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11320,301,PIPO/PUST,ponderosa pine/Stansbury cliffrose,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11330,301,PIPO/MUMO,ponderosa pine/mountain muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11340,301,PIPO/MUVI2-MUVI2,ponderosa pine/screwleaf muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72106E+12,11341,301,PIPO/MUVI2/QUGA,ponderosa pine/screwleaf muhly/Gambel oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11350,301,PIPO/ACHY,ponderosa pine/Indian ricegrass,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11360,301,PIPO/QUGR3/MUMO,ponderosa pine/gray oak/mountain muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11361,301,PIPO/QUGR3/MULO,ponderosa pine/gray oak/longtongue muhly,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11370,301,PIPO/QUPA4,ponderosa pine/wavyleaf oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72106E+12,11380,301,PIPO/ARNO4,ponderosa pine/black sagebrush,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11390,301,PIPO/MUVI2-FEAR2,ponderosa pine/screwleaf muhly-Arizona fescue,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11391,301,PIPO/MUVI2-FEAR2/BOGR2,ponderosa pine/screwleaf muhly-Arizona fescue/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11392,301,PIPO/MUVI2-FEAR2/QUGA,ponderosa pine/screwleaf muhly-Arizona fescue/Gambel oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11400,301,PIPO/ARUV,ponderosa pine/kinnikinnik,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11410,301,PIPO/QUAR,ponderosa pine/Arizona white oak,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,11411,301,PIPO/QUAR/BOGR2,ponderosa pine/Arizona white oak/blue grama,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,6070,301,PIPU/EREX4,blue spruce/sprucefir fleabane,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,1141,301,ABCO/SYOR2/PIFL2,white fir/mountain snowberry/limber pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,1150,301,ABCO/CAFO3,white fir/dryspike sedge,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72107E+12,1160,301,ABCO/PASA12,white fir/burnet ragwort,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72108E+12,3060,301,ABLA/MECI3,subalpine fir/tall fringed bluebells,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3080,301,ABLA/EREX4,subalpine fir/sprucefir fleabane,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3090,301,ABLA/JUCO6,subalpine fir/common juniper,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3110,301,ABLA/2MOSS,subalpine fir/moss,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3111,301,ABLA/2MOSS/PIEN,subalpine fir/moss/Engelmann spruce,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3112,301,ABLA/2MOSS/PSME,subalpine fir/moss/Douglas-fir,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3200,301,ABLA/VAMY2,subalpine fir/whortleberry,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3201,301,ABLA/VAMY2-LIBO3,subalpine fir/whortleberry-twinflower,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3202,301,ABLA/VAMY2-RUPA,subalpine fir/whortleberry-thimbleberry,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72108E+12,3203,301,ABLA/VAMY2-JAAM,subalpine fir/whortleberry-fivepetal cliffbush,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3231,301,ABLA/RUPA-ACGL,subalpine fir/thimbleberry-Rocky Mountain maple,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3240,301,ABLA/RUPA,subalpine fir/thimbleberry,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3300,301,ABLA/PASA12-PASA12,subalpine fir/burnet ragwort,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3301,301,ABLA/PASA12-PSME,subalpine fir/burnet ragwort-Douglas-fir,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3310,301,ABLA/LALAL3,subalpine fir/Nevada pea,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3320,301,ABLA/JAAM,subalpine fir/ fivepetal cliffbush,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3350,301,ABLA/SCREE,subalpine fir (scree),Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,3370,301,ABLA/CAFO3,subalpine fir/dryspike sedge,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72109E+12,4060,301,PIEN/2MOSS,Engelmann spruce/moss,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72109E+12,4061,301,PIEN/2MOSS-PIEN,Engelmann spruce/moss/Engelman spruce,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.7211E+12,4062,301,PIEN/2MOSS-PSME,Engelmann spruce/moss/Douglas-fir,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.7211E+12,415,301,PIEN/VAMY2-POPUD3,Engelmann spruce/whortleberry-Jacob's-ladder,Y,NIMS_2_0,10/19/2004 10:43,10690,FS_NIMS_RMRS,6/13/2023 17:22,290488
3.7211E+12,4151,301,PIEN/VAMY2/POPUD3-PIEN,Engelmann spruce/whortleberry/Jacob's-ladder-Engelmann spruce,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.7211E+12,4152,301,PIEN/VAMY2/POPUD3-ABLA,Engelmann spruce/whortleberry/Jacob's-ladder-subalpine fir,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.7211E+12,4300,301,PIEN/ACGL,Engelmann spruce/Rocky Mountain maple,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.7211E+12,4310,301,PIEN/EREX4,Engelmann spruce/sprucefir fleabane,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.7211E+12,4320,301,PIEN/LETR5,Engelmann spruce/beardless wildrye,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.7211E+12,4330,301,PIEN/GERO2,Engelmann spruce/Ross' avens,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.7211E+12,4340,301,PIEN/RIMO2,Engelmann spruce/gooseberry currant,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.7211E+12,435,301,PIEN/PACA34,Engelmann spruce/bittercress ragwort,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,4350,301,PIEN/PACA34-ABLA,Engelmann spruce/bittercress ragwort-subalpine fire,Y,NIMS_2_0,10/19/2004 10:43,10690,FIELD,7/12/2006 16:03,10690
3.72111E+12,4351,301,PIEN/PACA34/ABCO,Engelmann spruce/bittercress ragwort/white fir,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,4360,301,PIEN/VAMY2,Engelmann spruce/whortleberry,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,6010,301,PIPU/COSES,blue spruce/redosier dogwood,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,604,301,PIPU/LIBO3,blue spruce/twinflower,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,6060,301,PIPU/CAFO3,blue spruce/dryspike sedge,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
3.72111E+12,1140,301,ABCO/SYOR2/PIPO,white fir/mountain snowberry/ponderosa pine,Y,NIMS_2_0,10/19/2004 10:43,10690,,,
