EMAP_HEX,EPA2_code,NA_L2NAME
12512,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12513,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12514,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12515,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12516,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12517,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12518,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12519,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12614,5.2,MIXED WOOD SHIELD
12615,5.2,MIXED WOOD SHIELD
12616,5.2,MIXED WOOD SHIELD
12617,5.2,MIXED WOOD SHIELD
12618,5.2,MIXED WOOD SHIELD
12619,5.2,MIXED WOOD SHIELD
12620,5.2,MIXED WOOD SHIELD
12621,5.2,MIXED WOOD SHIELD
12622,5.2,MIXED WOOD SHIELD
12623,5.2,MIXED WOOD SHIELD
12624,8.1,MIXED WOOD PLAINS
12625,8.1,MIXED WOOD PLAINS
12626,8.1,MIXED WOOD PLAINS
12627,8.1,MIXED WOOD PLAINS
12628,9.2,TEMPERATE PRAIRIES
12629,9.2,TEMPERATE PRAIRIES
12630,9.2,TEMPERATE PRAIRIES
12631,9.2,TEMPERATE PRAIRIES
12632,9.2,TEMPERATE PRAIRIES
12633,9.2,TEMPERATE PRAIRIES
12634,9.2,TEMPERATE PRAIRIES
12635,9.2,TEMPERATE PRAIRIES
12636,9.2,TEMPERATE PRAIRIES
12637,9.2,TEMPERATE PRAIRIES
12638,9.2,TEMPERATE PRAIRIES
12639,9.2,TEMPERATE PRAIRIES
12640,9.2,TEMPERATE PRAIRIES
12641,9.2,TEMPERATE PRAIRIES
12642,9.2,TEMPERATE PRAIRIES
12643,9.2,TEMPERATE PRAIRIES
12644,9.2,TEMPERATE PRAIRIES
12645,9.2,TEMPERATE PRAIRIES
12646,9.2,TEMPERATE PRAIRIES
12647,9.2,TEMPERATE PRAIRIES
12648,9.2,TEMPERATE PRAIRIES
12649,9.2,TEMPERATE PRAIRIES
12650,9.2,TEMPERATE PRAIRIES
12651,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12652,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12653,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12654,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12655,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12656,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12657,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12658,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12659,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12660,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12661,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12662,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12663,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12664,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12665,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12666,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12667,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12668,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12669,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12670,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12671,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12672,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12673,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12674,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12675,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12676,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12677,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12678,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12679,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12680,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12681,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12682,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12683,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12684,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12685,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12686,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12687,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12688,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12689,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12690,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12691,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12692,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12693,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12694,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12695,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12696,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12697,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12698,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12699,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12700,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12701,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12702,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12703,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12704,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12705,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12800,5.2,MIXED WOOD SHIELD
12801,5.2,MIXED WOOD SHIELD
12802,5.2,MIXED WOOD SHIELD
12803,5.2,MIXED WOOD SHIELD
12804,5.2,MIXED WOOD SHIELD
12805,5.2,MIXED WOOD SHIELD
12806,5.2,MIXED WOOD SHIELD
12807,5.2,MIXED WOOD SHIELD
12808,8.1,MIXED WOOD PLAINS
12809,8.1,MIXED WOOD PLAINS
12810,8.1,MIXED WOOD PLAINS
12811,8.1,MIXED WOOD PLAINS
12812,8.1,MIXED WOOD PLAINS
12813,8.1,MIXED WOOD PLAINS
12814,9.2,TEMPERATE PRAIRIES
12815,9.2,TEMPERATE PRAIRIES
12816,9.2,TEMPERATE PRAIRIES
12817,9.2,TEMPERATE PRAIRIES
12818,9.2,TEMPERATE PRAIRIES
12819,9.2,TEMPERATE PRAIRIES
12820,9.2,TEMPERATE PRAIRIES
12821,9.2,TEMPERATE PRAIRIES
12822,9.2,TEMPERATE PRAIRIES
12823,9.2,TEMPERATE PRAIRIES
12824,9.2,TEMPERATE PRAIRIES
12825,9.2,TEMPERATE PRAIRIES
12826,9.2,TEMPERATE PRAIRIES
12827,9.2,TEMPERATE PRAIRIES
12828,9.2,TEMPERATE PRAIRIES
12829,9.2,TEMPERATE PRAIRIES
12830,9.2,TEMPERATE PRAIRIES
12831,9.2,TEMPERATE PRAIRIES
12832,9.2,TEMPERATE PRAIRIES
12833,9.2,TEMPERATE PRAIRIES
12834,9.2,TEMPERATE PRAIRIES
12835,9.2,TEMPERATE PRAIRIES
12836,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12837,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12838,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12839,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12840,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12841,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12842,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12843,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12844,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12845,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12846,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12847,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12848,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12849,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12850,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12851,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12852,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12853,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12854,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12855,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12856,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12857,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12858,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12859,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12860,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12861,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12862,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12863,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12864,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12865,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12866,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12867,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12868,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12869,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12870,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12871,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12872,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12873,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12874,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12875,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12876,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12877,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12878,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
12879,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12880,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12881,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12882,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12883,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12884,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12885,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12886,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12887,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12888,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12889,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12890,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12891,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
12987,5.2,MIXED WOOD SHIELD
12988,5.2,MIXED WOOD SHIELD
12989,5.2,MIXED WOOD SHIELD
12990,5.2,MIXED WOOD SHIELD
12991,5.2,MIXED WOOD SHIELD
12992,5.2,MIXED WOOD SHIELD
12993,5.2,MIXED WOOD SHIELD
12994,5.2,MIXED WOOD SHIELD
12995,8.1,MIXED WOOD PLAINS
12996,8.1,MIXED WOOD PLAINS
12997,8.1,MIXED WOOD PLAINS
12998,8.1,MIXED WOOD PLAINS
12999,8.1,MIXED WOOD PLAINS
13000,8.1,MIXED WOOD PLAINS
13001,8.1,MIXED WOOD PLAINS
13002,9.2,TEMPERATE PRAIRIES
13003,9.2,TEMPERATE PRAIRIES
13004,9.2,TEMPERATE PRAIRIES
13005,9.2,TEMPERATE PRAIRIES
13006,9.2,TEMPERATE PRAIRIES
13007,9.2,TEMPERATE PRAIRIES
13008,9.2,TEMPERATE PRAIRIES
13009,9.2,TEMPERATE PRAIRIES
13010,9.2,TEMPERATE PRAIRIES
13011,9.2,TEMPERATE PRAIRIES
13012,9.2,TEMPERATE PRAIRIES
13013,9.2,TEMPERATE PRAIRIES
13014,9.2,TEMPERATE PRAIRIES
13015,9.2,TEMPERATE PRAIRIES
13016,9.2,TEMPERATE PRAIRIES
13017,9.2,TEMPERATE PRAIRIES
13018,9.2,TEMPERATE PRAIRIES
13019,9.2,TEMPERATE PRAIRIES
13020,9.2,TEMPERATE PRAIRIES
13021,9.2,TEMPERATE PRAIRIES
13022,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13023,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13024,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13025,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13026,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13027,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13028,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13029,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13030,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13031,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13032,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13033,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13034,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13035,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13036,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13037,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13038,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13039,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13040,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13041,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13042,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13043,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13044,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13045,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13046,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13047,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13048,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13049,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13050,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13051,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13052,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13053,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13054,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13055,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13056,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13057,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13058,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13059,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13060,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13061,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13062,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13063,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13064,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13065,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13066,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13067,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13068,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13069,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13070,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13071,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13072,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13073,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13074,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13075,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13076,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13077,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13175,5.2,MIXED WOOD SHIELD
13176,5.2,MIXED WOOD SHIELD
13177,5.2,MIXED WOOD SHIELD
13178,5.2,MIXED WOOD SHIELD
13179,5.2,MIXED WOOD SHIELD
13180,8.1,MIXED WOOD PLAINS
13181,5.2,MIXED WOOD SHIELD
13182,5.2,MIXED WOOD SHIELD
13183,8.1,MIXED WOOD PLAINS
13184,8.1,MIXED WOOD PLAINS
13185,8.1,MIXED WOOD PLAINS
13186,8.1,MIXED WOOD PLAINS
13187,8.1,MIXED WOOD PLAINS
13188,8.1,MIXED WOOD PLAINS
13189,9.2,TEMPERATE PRAIRIES
13190,9.2,TEMPERATE PRAIRIES
13191,9.2,TEMPERATE PRAIRIES
13192,9.2,TEMPERATE PRAIRIES
13193,9.2,TEMPERATE PRAIRIES
13194,9.2,TEMPERATE PRAIRIES
13195,9.2,TEMPERATE PRAIRIES
13196,9.2,TEMPERATE PRAIRIES
13197,9.2,TEMPERATE PRAIRIES
13198,9.2,TEMPERATE PRAIRIES
13199,9.2,TEMPERATE PRAIRIES
13200,9.2,TEMPERATE PRAIRIES
13201,9.2,TEMPERATE PRAIRIES
13202,9.2,TEMPERATE PRAIRIES
13203,9.2,TEMPERATE PRAIRIES
13204,9.2,TEMPERATE PRAIRIES
13205,9.2,TEMPERATE PRAIRIES
13206,9.2,TEMPERATE PRAIRIES
13207,9.2,TEMPERATE PRAIRIES
13208,9.2,TEMPERATE PRAIRIES
13209,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13210,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13211,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13212,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13213,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13214,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13215,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13216,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13217,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13218,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13219,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13220,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13221,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13222,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13223,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13224,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13225,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13226,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13227,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13228,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13229,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13230,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13231,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13232,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13233,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13234,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13235,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13236,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13237,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13238,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13239,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13240,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13241,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13242,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13243,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13244,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13245,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13246,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13247,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13248,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13249,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13250,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13251,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13252,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13253,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13254,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13255,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13256,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13257,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13258,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13259,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13260,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13261,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13262,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13263,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13264,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13363,5.2,MIXED WOOD SHIELD
13364,5.2,MIXED WOOD SHIELD
13365,5.2,MIXED WOOD SHIELD
13366,5.2,MIXED WOOD SHIELD
13367,5.2,MIXED WOOD SHIELD
13368,5.2,MIXED WOOD SHIELD
13369,5.2,MIXED WOOD SHIELD
13370,8.1,MIXED WOOD PLAINS
13371,5.2,MIXED WOOD SHIELD
13372,5.2,MIXED WOOD SHIELD
13373,5.2,MIXED WOOD SHIELD
13374,8.1,MIXED WOOD PLAINS
13375,8.1,MIXED WOOD PLAINS
13376,8.1,MIXED WOOD PLAINS
13377,9.2,TEMPERATE PRAIRIES
13378,9.2,TEMPERATE PRAIRIES
13379,9.2,TEMPERATE PRAIRIES
13380,9.2,TEMPERATE PRAIRIES
13381,9.2,TEMPERATE PRAIRIES
13382,9.2,TEMPERATE PRAIRIES
13383,9.2,TEMPERATE PRAIRIES
13384,9.2,TEMPERATE PRAIRIES
13385,9.2,TEMPERATE PRAIRIES
13386,9.2,TEMPERATE PRAIRIES
13387,9.2,TEMPERATE PRAIRIES
13388,9.2,TEMPERATE PRAIRIES
13389,9.2,TEMPERATE PRAIRIES
13390,9.2,TEMPERATE PRAIRIES
13391,9.2,TEMPERATE PRAIRIES
13392,9.2,TEMPERATE PRAIRIES
13393,9.2,TEMPERATE PRAIRIES
13394,9.2,TEMPERATE PRAIRIES
13395,9.2,TEMPERATE PRAIRIES
13396,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13397,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13398,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13399,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13400,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13401,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13402,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13403,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13404,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13405,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13406,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13407,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13408,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13409,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13410,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13411,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13412,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13413,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13414,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13415,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13416,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13417,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13418,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13419,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13420,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13421,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13422,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13423,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13424,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13425,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13426,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13427,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13428,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13429,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13430,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13431,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13432,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13433,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13434,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13435,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13436,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13437,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13438,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13439,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13440,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13441,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13442,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13443,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13444,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13445,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13446,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13447,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13448,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13449,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13450,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13451,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13452,9.6,TAMAULIPAS-TEXAS SEMIARID PLAIN
13554,5.2,MIXED WOOD SHIELD
13555,5.2,MIXED WOOD SHIELD
13556,5.2,MIXED WOOD SHIELD
13557,5.2,MIXED WOOD SHIELD
13558,9.2,TEMPERATE PRAIRIES
13559,9.2,TEMPERATE PRAIRIES
13560,9.2,TEMPERATE PRAIRIES
13561,9.2,TEMPERATE PRAIRIES
13562,9.2,TEMPERATE PRAIRIES
13563,9.2,TEMPERATE PRAIRIES
13564,9.2,TEMPERATE PRAIRIES
13565,8.1,MIXED WOOD PLAINS
13566,8.1,MIXED WOOD PLAINS
13567,9.2,TEMPERATE PRAIRIES
13568,9.2,TEMPERATE PRAIRIES
13569,9.2,TEMPERATE PRAIRIES
13570,9.2,TEMPERATE PRAIRIES
13571,9.2,TEMPERATE PRAIRIES
13572,9.2,TEMPERATE PRAIRIES
13573,9.2,TEMPERATE PRAIRIES
13574,9.2,TEMPERATE PRAIRIES
13575,9.2,TEMPERATE PRAIRIES
13576,9.2,TEMPERATE PRAIRIES
13577,9.2,TEMPERATE PRAIRIES
13578,9.2,TEMPERATE PRAIRIES
13579,9.2,TEMPERATE PRAIRIES
13580,9.2,TEMPERATE PRAIRIES
13581,9.2,TEMPERATE PRAIRIES
13582,9.2,TEMPERATE PRAIRIES
13583,9.2,TEMPERATE PRAIRIES
13584,9.2,TEMPERATE PRAIRIES
13585,9.2,TEMPERATE PRAIRIES
13586,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13587,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13588,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
13589,9.4,SOUTH CENTRAL SEMIARID PRAIRIES
