EMAP_HEX,EPA2_code,NA_L2NAME
302,8.1,MIXED WOOD PLAINS
402,8.1,MIXED WOOD PLAINS
403,8.1,MIXED WOOD PLAINS
404,8.1,MIXED WOOD PLAINS
419,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
420,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
503,8.1,MIXED WOOD PLAINS
504,8.1,MIXED WOOD PLAINS
505,8.1,MIXED WOOD PLAINS
506,8.1,MIXED WOOD PLAINS
507,8.1,MIXED WOOD PLAINS
519,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
520,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
605,8.1,MIXED WOOD PLAINS
606,8.1,MIXED WOOD PLAINS
607,8.1,MIXED WOOD PLAINS
608,8.1,MIXED WOOD PLAINS
609,8.1,MIXED WOOD PLAINS
610,8.1,MIXED WOOD PLAINS
611,8.1,MIXED WOOD PLAINS
612,8.1,MIXED WOOD PLAINS
621,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
622,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
623,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
624,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
708,8.1,MIXED WOOD PLAINS
709,8.1,MIXED WOOD PLAINS
710,8.1,MIXED WOOD PLAINS
711,8.1,MIXED WOOD PLAINS
712,8.1,MIXED WOOD PLAINS
713,8.1,MIXED WOOD PLAINS
714,8.1,MIXED WOOD PLAINS
715,8.1,MIXED WOOD PLAINS
716,8.1,MIXED WOOD PLAINS
726,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
727,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
728,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
812,8.1,MIXED WOOD PLAINS
813,8.1,MIXED WOOD PLAINS
814,8.1,MIXED WOOD PLAINS
815,8.1,MIXED WOOD PLAINS
816,8.1,MIXED WOOD PLAINS
817,8.1,MIXED WOOD PLAINS
818,8.1,MIXED WOOD PLAINS
819,8.1,MIXED WOOD PLAINS
820,8.1,MIXED WOOD PLAINS
821,8.1,MIXED WOOD PLAINS
829,8.1,MIXED WOOD PLAINS
830,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
831,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
832,8.1,MIXED WOOD PLAINS
833,8.1,MIXED WOOD PLAINS
916,8.1,MIXED WOOD PLAINS
917,8.1,MIXED WOOD PLAINS
918,8.1,MIXED WOOD PLAINS
919,8.1,MIXED WOOD PLAINS
920,8.1,MIXED WOOD PLAINS
921,8.1,MIXED WOOD PLAINS
922,8.1,MIXED WOOD PLAINS
923,8.1,MIXED WOOD PLAINS
924,8.1,MIXED WOOD PLAINS
925,8.1,MIXED WOOD PLAINS
926,8.1,MIXED WOOD PLAINS
927,8.1,MIXED WOOD PLAINS
928,8.1,MIXED WOOD PLAINS
933,8.1,MIXED WOOD PLAINS
934,8.1,MIXED WOOD PLAINS
935,8.1,MIXED WOOD PLAINS
936,8.1,MIXED WOOD PLAINS
937,8.1,MIXED WOOD PLAINS
938,8.1,MIXED WOOD PLAINS
939,8.1,MIXED WOOD PLAINS
940,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
941,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
967,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1021,8.1,MIXED WOOD PLAINS
1022,8.1,MIXED WOOD PLAINS
1023,8.1,MIXED WOOD PLAINS
1024,8.1,MIXED WOOD PLAINS
1025,8.1,MIXED WOOD PLAINS
1026,8.1,MIXED WOOD PLAINS
1027,8.1,MIXED WOOD PLAINS
1028,8.1,MIXED WOOD PLAINS
1029,8.1,MIXED WOOD PLAINS
1030,8.1,MIXED WOOD PLAINS
1031,8.1,MIXED WOOD PLAINS
1032,8.1,MIXED WOOD PLAINS
1033,8.1,MIXED WOOD PLAINS
1034,8.1,MIXED WOOD PLAINS
1035,8.1,MIXED WOOD PLAINS
1036,8.1,MIXED WOOD PLAINS
1037,8.1,MIXED WOOD PLAINS
1038,8.1,MIXED WOOD PLAINS
1039,8.1,MIXED WOOD PLAINS
1040,8.1,MIXED WOOD PLAINS
1041,8.1,MIXED WOOD PLAINS
1042,8.1,MIXED WOOD PLAINS
1043,8.1,MIXED WOOD PLAINS
1044,8.1,MIXED WOOD PLAINS
1045,8.1,MIXED WOOD PLAINS
1046,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1047,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1048,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1072,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1073,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1074,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1117,15.4,EVERGLADES
1118,15.4,EVERGLADES
1127,8.1,MIXED WOOD PLAINS
1128,8.1,MIXED WOOD PLAINS
1129,8.1,MIXED WOOD PLAINS
1130,8.1,MIXED WOOD PLAINS
1131,8.1,MIXED WOOD PLAINS
1132,8.1,MIXED WOOD PLAINS
1133,8.1,MIXED WOOD PLAINS
1134,8.1,MIXED WOOD PLAINS
1135,8.1,MIXED WOOD PLAINS
1136,8.1,MIXED WOOD PLAINS
1137,8.1,MIXED WOOD PLAINS
1138,8.1,MIXED WOOD PLAINS
1139,8.1,MIXED WOOD PLAINS
1140,8.1,MIXED WOOD PLAINS
1141,8.1,MIXED WOOD PLAINS
1142,8.1,MIXED WOOD PLAINS
1143,8.1,MIXED WOOD PLAINS
1144,8.1,MIXED WOOD PLAINS
1145,8.1,MIXED WOOD PLAINS
1146,8.1,MIXED WOOD PLAINS
1147,8.1,MIXED WOOD PLAINS
1148,8.1,MIXED WOOD PLAINS
1149,8.1,MIXED WOOD PLAINS
1150,8.1,MIXED WOOD PLAINS
1151,8.1,MIXED WOOD PLAINS
1152,8.1,MIXED WOOD PLAINS
1153,8.1,MIXED WOOD PLAINS
1154,8.1,MIXED WOOD PLAINS
1155,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1156,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1157,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1179,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1180,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1181,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1182,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1183,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1184,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1220,15.4,EVERGLADES
1221,15.4,EVERGLADES
1222,15.4,EVERGLADES
1223,15.4,EVERGLADES
1224,15.4,EVERGLADES
1225,15.4,EVERGLADES
1226,15.4,EVERGLADES
1227,15.4,EVERGLADES
1235,8.1,MIXED WOOD PLAINS
1236,8.1,MIXED WOOD PLAINS
1237,8.1,MIXED WOOD PLAINS
1238,8.1,MIXED WOOD PLAINS
1239,8.1,MIXED WOOD PLAINS
1240,8.1,MIXED WOOD PLAINS
1241,5.3,ATLANTIC HIGHLANDS
1242,5.3,ATLANTIC HIGHLANDS
1243,5.3,ATLANTIC HIGHLANDS
1244,8.1,MIXED WOOD PLAINS
1245,8.1,MIXED WOOD PLAINS
1246,8.1,MIXED WOOD PLAINS
1247,8.1,MIXED WOOD PLAINS
1248,8.1,MIXED WOOD PLAINS
1249,8.1,MIXED WOOD PLAINS
1250,5.3,ATLANTIC HIGHLANDS
1251,8.1,MIXED WOOD PLAINS
1252,8.1,MIXED WOOD PLAINS
1253,8.1,MIXED WOOD PLAINS
1254,8.1,MIXED WOOD PLAINS
1255,8.1,MIXED WOOD PLAINS
1256,8.1,MIXED WOOD PLAINS
1257,8.1,MIXED WOOD PLAINS
1258,8.1,MIXED WOOD PLAINS
1259,8.1,MIXED WOOD PLAINS
1260,8.1,MIXED WOOD PLAINS
1261,8.1,MIXED WOOD PLAINS
1262,8.1,MIXED WOOD PLAINS
1263,8.1,MIXED WOOD PLAINS
1265,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1266,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1286,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1287,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1288,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1289,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1290,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1292,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1293,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1294,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1327,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1328,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1329,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1330,15.4,EVERGLADES
1331,15.4,EVERGLADES
1332,15.4,EVERGLADES
1333,15.4,EVERGLADES
1334,15.4,EVERGLADES
1335,15.4,EVERGLADES
1336,15.4,EVERGLADES
1337,15.4,EVERGLADES
1345,8.1,MIXED WOOD PLAINS
1346,8.1,MIXED WOOD PLAINS
1347,8.1,MIXED WOOD PLAINS
1348,8.1,MIXED WOOD PLAINS
1349,8.1,MIXED WOOD PLAINS
1350,8.1,MIXED WOOD PLAINS
1351,5.3,ATLANTIC HIGHLANDS
1352,5.3,ATLANTIC HIGHLANDS
1353,5.3,ATLANTIC HIGHLANDS
1354,5.3,ATLANTIC HIGHLANDS
1355,5.3,ATLANTIC HIGHLANDS
1356,8.1,MIXED WOOD PLAINS
1357,5.3,ATLANTIC HIGHLANDS
1358,5.3,ATLANTIC HIGHLANDS
1359,5.3,ATLANTIC HIGHLANDS
1360,5.3,ATLANTIC HIGHLANDS
1361,5.3,ATLANTIC HIGHLANDS
1362,5.3,ATLANTIC HIGHLANDS
1363,5.3,ATLANTIC HIGHLANDS
1364,8.1,MIXED WOOD PLAINS
1365,8.1,MIXED WOOD PLAINS
1366,8.1,MIXED WOOD PLAINS
1367,8.1,MIXED WOOD PLAINS
1368,8.1,MIXED WOOD PLAINS
1369,8.1,MIXED WOOD PLAINS
1370,8.1,MIXED WOOD PLAINS
1371,8.1,MIXED WOOD PLAINS
1372,8.1,MIXED WOOD PLAINS
1373,8.1,MIXED WOOD PLAINS
1374,8.1,MIXED WOOD PLAINS
1375,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1376,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1381,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1395,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1396,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1397,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1398,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1399,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1400,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1401,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1402,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1403,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1436,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1437,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1438,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1439,15.4,EVERGLADES
1440,15.4,EVERGLADES
1441,15.4,EVERGLADES
1442,15.4,EVERGLADES
1443,15.4,EVERGLADES
1444,15.4,EVERGLADES
1445,15.4,EVERGLADES
1446,15.4,EVERGLADES
1447,15.4,EVERGLADES
1456,8.1,MIXED WOOD PLAINS
1457,8.1,MIXED WOOD PLAINS
1458,5.3,ATLANTIC HIGHLANDS
1459,5.3,ATLANTIC HIGHLANDS
1460,5.3,ATLANTIC HIGHLANDS
1461,5.3,ATLANTIC HIGHLANDS
1462,5.3,ATLANTIC HIGHLANDS
1463,5.3,ATLANTIC HIGHLANDS
1464,5.3,ATLANTIC HIGHLANDS
1465,5.3,ATLANTIC HIGHLANDS
1466,5.3,ATLANTIC HIGHLANDS
1467,5.3,ATLANTIC HIGHLANDS
1468,5.3,ATLANTIC HIGHLANDS
1469,5.3,ATLANTIC HIGHLANDS
1470,5.3,ATLANTIC HIGHLANDS
1471,5.3,ATLANTIC HIGHLANDS
1472,5.3,ATLANTIC HIGHLANDS
1473,5.3,ATLANTIC HIGHLANDS
1474,5.3,ATLANTIC HIGHLANDS
1475,8.1,MIXED WOOD PLAINS
1476,5.3,ATLANTIC HIGHLANDS
1477,5.3,ATLANTIC HIGHLANDS
1478,8.1,MIXED WOOD PLAINS
1479,8.1,MIXED WOOD PLAINS
1480,8.1,MIXED WOOD PLAINS
1481,8.1,MIXED WOOD PLAINS
1482,8.1,MIXED WOOD PLAINS
1483,8.1,MIXED WOOD PLAINS
1484,8.1,MIXED WOOD PLAINS
1485,8.1,MIXED WOOD PLAINS
1486,8.1,MIXED WOOD PLAINS
1487,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1489,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1490,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1491,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1492,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1493,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1494,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1495,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1497,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1498,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1499,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1500,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1501,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1502,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1503,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1504,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1505,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1506,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1507,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1508,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1509,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1510,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1511,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1512,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1513,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1514,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1515,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1545,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1546,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1547,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1548,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1549,15.4,EVERGLADES
1550,15.4,EVERGLADES
1551,15.4,EVERGLADES
1552,15.4,EVERGLADES
1553,15.4,EVERGLADES
1554,15.4,EVERGLADES
1555,15.4,EVERGLADES
1556,15.4,EVERGLADES
1557,15.4,EVERGLADES
1558,15.4,EVERGLADES
1568,5.3,ATLANTIC HIGHLANDS
1569,5.3,ATLANTIC HIGHLANDS
1570,5.3,ATLANTIC HIGHLANDS
1571,5.3,ATLANTIC HIGHLANDS
1572,5.3,ATLANTIC HIGHLANDS
1573,5.3,ATLANTIC HIGHLANDS
1574,5.3,ATLANTIC HIGHLANDS
1575,5.3,ATLANTIC HIGHLANDS
1576,5.3,ATLANTIC HIGHLANDS
1577,5.3,ATLANTIC HIGHLANDS
1578,5.3,ATLANTIC HIGHLANDS
1579,5.3,ATLANTIC HIGHLANDS
1580,5.3,ATLANTIC HIGHLANDS
1581,5.3,ATLANTIC HIGHLANDS
1582,5.3,ATLANTIC HIGHLANDS
1583,5.3,ATLANTIC HIGHLANDS
1584,5.3,ATLANTIC HIGHLANDS
1585,5.3,ATLANTIC HIGHLANDS
1586,5.3,ATLANTIC HIGHLANDS
1587,5.3,ATLANTIC HIGHLANDS
1588,8.1,MIXED WOOD PLAINS
1589,8.1,MIXED WOOD PLAINS
1590,8.1,MIXED WOOD PLAINS
1591,8.1,MIXED WOOD PLAINS
1592,8.1,MIXED WOOD PLAINS
1593,5.3,ATLANTIC HIGHLANDS
1594,8.1,MIXED WOOD PLAINS
1595,8.1,MIXED WOOD PLAINS
1596,8.1,MIXED WOOD PLAINS
1597,8.3,SOUTHEASTERN USA PLAINS
1598,8.3,SOUTHEASTERN USA PLAINS
1599,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1600,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1601,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1602,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1603,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1604,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1605,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1606,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1607,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1608,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1609,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1610,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1611,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1612,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1613,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1614,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1615,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1616,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1617,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1618,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1619,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1620,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1621,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1622,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1623,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1624,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1625,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1626,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1627,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1628,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1629,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1656,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1657,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1658,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1659,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1660,15.4,EVERGLADES
1661,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1662,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1663,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1664,15.4,EVERGLADES
1665,15.4,EVERGLADES
1666,15.4,EVERGLADES
1669,15.4,EVERGLADES
1670,15.4,EVERGLADES
1680,5.3,ATLANTIC HIGHLANDS
1681,5.3,ATLANTIC HIGHLANDS
1682,5.3,ATLANTIC HIGHLANDS
1683,5.3,ATLANTIC HIGHLANDS
1684,5.3,ATLANTIC HIGHLANDS
1685,5.3,ATLANTIC HIGHLANDS
1686,5.3,ATLANTIC HIGHLANDS
1687,5.3,ATLANTIC HIGHLANDS
1689,5.3,ATLANTIC HIGHLANDS
1690,5.3,ATLANTIC HIGHLANDS
1691,5.3,ATLANTIC HIGHLANDS
1692,5.3,ATLANTIC HIGHLANDS
1693,5.3,ATLANTIC HIGHLANDS
1694,5.3,ATLANTIC HIGHLANDS
1695,5.3,ATLANTIC HIGHLANDS
1696,5.3,ATLANTIC HIGHLANDS
1697,5.3,ATLANTIC HIGHLANDS
1698,5.3,ATLANTIC HIGHLANDS
1699,5.3,ATLANTIC HIGHLANDS
1700,5.3,ATLANTIC HIGHLANDS
1701,8.1,MIXED WOOD PLAINS
1702,5.3,ATLANTIC HIGHLANDS
1703,5.3,ATLANTIC HIGHLANDS
1704,5.3,ATLANTIC HIGHLANDS
1705,5.3,ATLANTIC HIGHLANDS
1706,5.3,ATLANTIC HIGHLANDS
1707,8.1,MIXED WOOD PLAINS
1708,8.1,MIXED WOOD PLAINS
1709,8.3,SOUTHEASTERN USA PLAINS
1710,8.3,SOUTHEASTERN USA PLAINS
1711,8.3,SOUTHEASTERN USA PLAINS
1712,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1713,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1714,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1715,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1716,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1717,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1718,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1719,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1720,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1721,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1722,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1723,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1724,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1725,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1726,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1727,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1728,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1729,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1730,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1731,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1732,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1733,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1734,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1735,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1736,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1737,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1738,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1739,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1740,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1741,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1742,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1766,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1767,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1768,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
1769,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS
